L_min,L_max,error,sqr_error,n_successes
9,29,36,68,0
10,29,37,71,0
11,29,37,71,0
12,29,37,71,0
13,29,37,71,0
14,29,38,74,0
15,29,38,74,0
16,29,39,77,0
17,29,38,74,0
18,29,36,68,0
19,29,35,65,0
5,30,37,71,0
6,30,36,68,0
7,30,37,71,0
8,30,36,68,0
9,30,36,68,0
10,30,37,71,0
11,30,37,71,0
12,30,38,74,0
13,30,37,71,0
14,30,38,74,0
15,30,38,74,0
16,30,39,77,0
17,30,38,74,0
18,30,36,68,0
19,30,35,65,0
20,30,36,68,0
5,31,37,71,0
6,31,35,65,0
7,31,37,71,0
8,31,37,71,0
9,31,36,68,0
10,31,36,68,0
11,31,36,68,0
12,31,38,74,0
13,31,38,74,0
14,31,39,77,0
15,31,39,77,0
16,31,39,77,0
17,31,39,77,0
18,31,36,68,0
19,31,35,65,0
20,31,37,71,0
21,31,32,56,0
5,32,37,71,0
6,32,36,68,0
7,32,37,71,0
8,32,37,71,0
9,32,36,68,0
10,32,36,68,0
11,32,36,68,0
12,32,38,74,0
13,32,38,74,0
14,32,39,77,0
15,32,39,77,0
16,32,39,77,0
17,32,38,74,0
18,32,36,68,0
19,32,34,62,0
20,32,37,71,0
21,32,32,56,0
22,32,29,47,0
5,33,37,71,0
6,33,36,68,0
7,33,37,71,0
8,33,37,71,0
9,33,36,68,0
10,33,36,68,0
11,33,36,68,0
12,33,38,74,0
13,33,38,74,0
14,33,39,77,0
15,33,39,77,0
16,33,39,77,0
17,33,38,74,0
18,33,36,68,0
19,33,34,62,0
20,33,37,71,0
21,33,32,56,0
22,33,29,47,0
23,33,27,41,0
5,34,37,71,0
6,34,36,68,0
7,34,36,68,0
8,34,37,71,0
9,34,36,68,0
10,34,36,68,0
11,34,36,68,0
12,34,37,71,0
13,34,36,68,0
14,34,38,74,0
15,34,38,74,0
16,34,39,77,0
17,34,37,71,0
18,34,36,68,0
19,34,34,62,0
20,34,37,71,0
21,34,32,56,0
22,34,29,47,0
23,34,28,44,0
24,34,28,44,0
5,35,36,68,0
6,35,36,68,0
7,35,36,68,0
8,35,37,71,0
9,35,35,65,0
10,35,36,68,0
11,35,36,68,0
12,35,37,71,0
13,35,36,68,0
14,35,38,74,0
15,35,38,74,0
16,35,39,77,0
17,35,36,68,0
18,35,36,68,0
19,35,33,59,0
20,35,36,68,0
21,35,32,56,0
22,35,29,47,0
23,35,30,50,0
24,35,28,44,0
25,35,30,50,0
5,36,36,68,0
6,36,35,65,0
7,36,36,68,0
8,36,36,68,0
9,36,36,68,0
10,36,35,65,0
11,36,35,65,0
12,36,36,68,0
13,36,37,71,0
14,36,38,74,0
15,36,39,77,0
16,36,39,77,0
17,36,37,71,0
18,36,35,65,0
19,36,33,59,0
20,36,35,65,0
21,36,33,59,0
22,36,28,44,0
23,36,27,41,0
24,36,27,41,0
25,36,28,44,0
26,36,30,50,0
5,37,34,62,0
6,37,34,62,0
7,37,34,62,0
8,37,33,59,0
9,37,34,62,0
10,37,35,65,0
11,37,35,65,0
12,37,36,68,0
13,37,35,65,0
14,37,36,68,0
15,37,36,68,0
16,37,37,71,0
17,37,34,62,0
18,37,34,62,0
19,37,32,56,0
20,37,31,53,0
21,37,32,56,0
22,37,27,41,0
23,37,26,38,0
24,37,28,44,0
25,37,27,41,0
26,37,28,44,0
27,37,28,44,0
5,38,33,59,0
6,38,33,59,0
7,38,33,59,0
8,38,33,59,0
9,38,34,62,0
10,38,34,62,0
11,38,34,62,0
12,38,36,68,0
13,38,34,62,0
14,38,36,68,0
15,38,35,65,0
16,38,38,74,0
17,38,36,68,0
18,38,36,68,0
19,38,35,65,0
20,38,33,59,0
21,38,31,53,0
22,38,28,44,0
23,38,26,38,0
24,38,28,44,0
25,38,28,44,0
26,38,28,44,0
27,38,27,41,0
28,38,28,44,0
5,39,33,59,0
6,39,32,56,0
7,39,33,59,0
8,39,31,53,0
9,39,31,53,0
10,39,32,56,0
11,39,34,62,0
12,39,36,68,0
13,39,34,62,0
14,39,36,68,0
15,39,36,68,0
16,39,37,71,0
17,39,36,68,0
18,39,34,62,0
19,39,34,62,0
20,39,33,59,0
21,39,30,50,0
22,39,29,47,0
23,39,26,38,0
24,39,28,44,0
25,39,29,47,0
26,39,29,47,0
27,39,29,47,0
28,39,28,44,0
29,39,29,47,0
5,40,34,62,0
6,40,34,62,0
7,40,33,59,0
8,40,32,56,0
9,40,32,56,0
10,40,32,56,0
11,40,32,56,0
12,40,32,56,0
13,40,33,59,0
14,40,33,59,0
15,40,32,56,0
16,40,32,56,0
17,40,31,53,0
18,40,33,59,0
19,40,30,50,0
20,40,30,50,0
21,40,30,50,0
22,40,28,44,0
23,40,26,38,0
24,40,27,41,0
25,40,27,41,0
26,40,27,41,0
27,40,27,41,0
28,40,27,41,0
29,40,27,41,0
30,40,27,41,0
5,41,34,62,0
6,41,35,65,0
7,41,34,62,0
8,41,33,59,0
9,41,35,65,0
10,41,35,65,0
11,41,33,59,0
12,41,36,68,0
13,41,36,68,0
14,41,34,62,0
15,41,34,62,0
16,41,33,59,0
17,41,33,59,0
18,41,34,62,0
19,41,33,59,0
20,41,33,59,0
21,41,30,50,0
22,41,30,50,0
23,41,30,50,0
24,41,29,47,0
25,41,30,50,0
26,41,30,50,0
27,41,30,50,0
28,41,30,50,0
29,41,30,50,0
30,41,31,53,0
31,41,31,53,0
5,42,35,65,0
6,42,35,65,0
7,42,35,65,0
8,42,35,65,0
9,42,35,65,0
10,42,35,65,0
11,42,35,65,0
12,42,35,65,0
13,42,35,65,0
14,42,34,62,0
15,42,34,62,0
16,42,34,62,0
17,42,33,59,0
18,42,33,59,0
19,42,33,59,0
20,42,32,56,0
21,42,28,44,0
22,42,28,44,0
23,42,27,41,0
24,42,29,47,0
25,42,29,47,0
26,42,29,47,0
27,42,30,50,0
28,42,29,47,0
29,42,29,47,0
30,42,29,47,0
31,42,29,47,0
32,42,29,47,0
5,43,32,56,0
6,43,32,56,0
7,43,32,56,0
8,43,32,56,0
9,43,33,59,0
10,43,33,59,0
11,43,33,59,0
12,43,34,62,0
13,43,34,62,0
14,43,34,62,0
15,43,32,56,0
16,43,34,62,0
17,43,31,53,0
18,43,31,53,0
19,43,30,50,0
20,43,29,47,0
21,43,29,47,0
22,43,26,38,0
23,43,26,38,0
24,43,26,38,0
25,43,26,38,0
26,43,27,41,0
27,43,27,41,0
28,43,27,41,0
29,43,27,41,0
30,43,27,41,0
31,43,26,38,0
32,43,27,41,0
33,43,27,41,0
5,44,30,50,0
6,44,30,50,0
7,44,29,47,0
8,44,29,47,0
9,44,29,47,0
10,44,30,50,0
11,44,29,47,0
12,44,31,53,0
13,44,30,50,0
14,44,30,50,0
15,44,30,50,0
16,44,30,50,0
17,44,29,47,0
18,44,28,44,0
19,44,27,41,0
20,44,27,41,0
21,44,26,38,0
22,44,25,35,0
23,44,25,35,0
24,44,25,35,0
25,44,25,35,0
26,44,25,35,0
27,44,25,35,0
28,44,25,35,0
29,44,25,35,0
30,44,25,35,0
31,44,25,35,0
32,44,25,35,0
33,44,25,35,0
34,44,25,35,0
5,45,29,47,0
6,45,30,50,0
7,45,28,44,0
8,45,28,44,0
9,45,28,44,0
10,45,30,50,0
11,45,29,47,0
12,45,28,44,0
13,45,31,53,0
14,45,30,50,0
15,45,28,44,0
16,45,27,41,0
17,45,28,44,0
18,45,27,41,0
19,45,27,41,0
20,45,26,38,0
21,45,26,38,0
22,45,24,32,0
23,45,24,32,0
24,45,25,35,0
25,45,25,35,0
26,45,24,32,0
27,45,25,35,0
28,45,26,38,0
29,45,26,38,0
30,45,25,35,0
31,45,26,38,0
32,45,26,38,0
33,45,26,38,0
34,45,26,38,0
35,45,25,35,0
5,46,28,44,0
6,46,29,47,0
7,46,29,47,0
8,46,29,47,0
9,46,28,44,0
10,46,29,47,0
11,46,27,41,0
12,46,29,47,0
13,46,28,44,0
14,46,27,41,0
15,46,27,41,0
16,46,27,41,0
17,46,28,44,0
18,46,26,38,0
19,46,27,41,0
20,46,26,38,0
21,46,25,35,0
22,46,24,32,0
23,46,24,32,0
24,46,24,32,0
25,46,24,32,0
26,46,24,32,0
27,46,25,35,0
28,46,25,35,0
29,46,24,32,0
30,46,24,32,0
31,46,25,35,0
32,46,25,35,0
33,46,25,35,0
34,46,24,32,0
35,46,24,32,0
36,46,23,29,0
5,47,27,41,0
6,47,29,47,0
7,47,28,44,0
8,47,27,41,0
9,47,28,44,0
10,47,28,44,0
11,47,29,47,0
12,47,29,47,0
13,47,29,47,0
14,47,28,44,0
15,47,29,47,0
16,47,27,41,0
17,47,27,41,0
18,47,27,41,0
19,47,24,32,0
20,47,24,32,0
21,47,24,32,0
22,47,24,32,0
23,47,24,32,0
24,47,24,32,0
25,47,23,29,0
26,47,23,29,0
27,47,23,29,0
28,47,23,29,0
29,47,23,29,0
30,47,23,29,0
31,47,23,29,0
32,47,23,29,0
33,47,23,29,0
34,47,23,29,0
35,47,23,29,0
36,47,23,29,0
37,47,23,29,0
5,48,28,44,0
6,48,29,47,0
7,48,30,50,0
8,48,27,41,0
9,48,28,44,0
10,48,28,44,0
11,48,28,44,0
12,48,27,41,0
13,48,28,44,0
14,48,28,44,0
15,48,28,44,0
16,48,28,44,0
17,48,27,41,0
18,48,26,38,0
19,48,26,38,0
20,48,26,38,0
21,48,25,35,0
22,48,23,29,0
23,48,25,35,0
24,48,24,32,0
25,48,24,32,0
26,48,24,32,0
27,48,23,29,0
28,48,23,29,0
29,48,24,32,0
30,48,24,32,0
31,48,25,35,0
32,48,25,35,0
33,48,25,35,0
34,48,25,35,0
35,48,25,35,0
36,48,24,32,0
37,48,25,35,0
38,48,24,32,0
5,49,28,44,0
6,49,29,47,0
7,49,29,47,0
8,49,26,38,0
9,49,28,44,0
10,49,28,44,0
11,49,28,44,0
12,49,30,50,0
13,49,28,44,0
14,49,30,50,0
15,49,30,50,0
16,49,29,47,0
17,49,28,44,0
18,49,27,41,0
19,49,26,38,0
20,49,25,35,0
21,49,25,35,0
22,49,23,29,0
23,49,24,32,0
24,49,23,29,0
25,49,24,32,0
26,49,23,29,0
27,49,23,29,0
28,49,23,29,0
29,49,24,32,0
30,49,24,32,0
31,49,24,32,0
32,49,23,29,0
33,49,23,29,0
34,49,23,29,0
35,49,23,29,0
36,49,23,29,0
37,49,22,26,0
38,49,24,32,0
39,49,23,29,0
5,50,28,44,0
6,50,29,47,0
7,50,28,44,0
8,50,26,38,0
9,50,26,38,0
10,50,27,41,0
11,50,28,44,0
12,50,30,50,0
13,50,29,47,0
14,50,30,50,0
15,50,30,50,0
16,50,30,50,0
17,50,29,47,0
18,50,28,44,0
19,50,26,38,0
20,50,27,41,0
21,50,24,32,0
22,50,24,32,0
23,50,23,29,0
24,50,22,26,0
25,50,23,29,0
26,50,23,29,0
27,50,22,26,0
28,50,22,26,0
29,50,22,26,0
30,50,22,26,0
31,50,22,26,0
32,50,22,26,0
33,50,22,26,0
34,50,22,26,0
35,50,23,29,0
36,50,22,26,0
37,50,22,26,0
38,50,23,29,0
39,50,22,26,0
40,50,22,26,0
