time,x,E_order,I_order,y,dataset,disp
22,0.9230699374020332,1,2,0,1,phi^-1 ~'= 1/3'
23,0.559870852941458,1,2,2,1,phi^-1 ~'= 1/3'
24,0.3395792216069822,1,2,0,1,phi^-1 ~'= 1/3'
25,0.2059654416561898,1,2,0,1,phi^-1 ~'= 1/3'
1,1.8407634014772252,1,3,3,1,phi^-1 ~'= 1/3'
2,11.99267474786227,1,3,9,1,phi^-1 ~'= 1/3'
3,65.8448030303813,1,3,60,1,phi^-1 ~'= 1/3'
4,332.92357251135877,1,3,1178,1,phi^-1 ~'= 1/3'
5,1196.6602601636155,1,3,744,1,phi^-1 ~'= 1/3'
6,1954.7095567272106,1,3,1377,1,phi^-1 ~'= 1/3'
7,1526.185473904823,1,3,673,1,phi^-1 ~'= 1/3'
8,947.1530341819916,1,3,956,1,phi^-1 ~'= 1/3'
9,575.1895331044834,1,3,477,1,phi^-1 ~'= 1/3'
10,348.9044324647002,1,3,117,1,phi^-1 ~'= 1/3'
11,211.62470940737967,1,3,170,1,phi^-1 ~'= 1/3'
12,128.35754549572812,1,3,151,1,phi^-1 ~'= 1/3'
13,77.85298895564301,1,3,207,1,phi^-1 ~'= 1/3'
14,47.22030530052143,1,3,49,1,phi^-1 ~'= 1/3'
15,28.640600899463607,1,3,24,1,phi^-1 ~'= 1/3'
16,17.371422356508447,1,3,13,1,phi^-1 ~'= 1/3'
17,10.536311224567726,1,3,17,1,phi^-1 ~'= 1/3'
18,6.390602091135406,1,3,4,1,phi^-1 ~'= 1/3'
19,3.876099794341826,1,3,4,1,phi^-1 ~'= 1/3'
20,2.3509755600225617,1,3,2,1,phi^-1 ~'= 1/3'
21,1.4259400723476574,1,3,2,1,phi^-1 ~'= 1/3'
22,0.864877164468453,1,3,2,1,phi^-1 ~'= 1/3'
23,0.5245749951609469,1,3,1,1,phi^-1 ~'= 1/3'
24,0.31817110703013896,1,3,0,1,phi^-1 ~'= 1/3'
25,0.19298070653803734,1,3,0,1,phi^-1 ~'= 1/3'
1,1.864637021484108,1,4,4,1,phi^-1 ~'= 1/3'
2,12.428811326502142,1,4,20,1,phi^-1 ~'= 1/3'
3,69.5847003686196,1,4,85,1,phi^-1 ~'= 1/3'
4,356.52263070104726,1,4,160,1,phi^-1 ~'= 1/3'
5,1264.292060948966,1,4,1559,1,phi^-1 ~'= 1/3'
6,1969.7036487819362,1,4,535,1,phi^-1 ~'= 1/3'
7,1488.6776189189482,1,4,675,1,phi^-1 ~'= 1/3'
8,918.7208658807958,1,4,751,1,phi^-1 ~'= 1/3'
9,557.6994419025395,1,4,568,1,phi^-1 ~'= 1/3'
10,338.28413469563475,1,4,165,1,phi^-1 ~'= 1/3'
11,205.1821039457509,1,4,397,1,phi^-1 ~'= 1/3'
12,124.44973779057545,1,4,165,1,phi^-1 ~'= 1/3'
13,75.48274200888591,1,4,141,1,phi^-1 ~'= 1/3'
14,45.78266395981973,1,4,94,1,phi^-1 ~'= 1/3'
15,27.768621661475663,1,4,29,1,phi^-1 ~'= 1/3'
16,16.84253753826306,1,4,14,1,phi^-1 ~'= 1/3'
17,10.215524985993397,1,4,2,1,phi^-1 ~'= 1/3'
18,6.196034645473446,1,4,6,1,phi^-1 ~'= 1/3'
19,3.758088242202575,1,4,3,1,phi^-1 ~'= 1/3'
20,2.2793976840230243,1,4,8,1,phi^-1 ~'= 1/3'
21,1.3825257470907673,1,4,2,1,phi^-1 ~'= 1/3'
22,0.8385449561183123,1,4,0,1,phi^-1 ~'= 1/3'
23,0.5086036499469628,1,4,0,1,phi^-1 ~'= 1/3'
24,0.308483964201514,1,4,0,1,phi^-1 ~'= 1/3'
25,0.18710513789028482,1,4,0,1,phi^-1 ~'= 1/3'
1,1.5851227216153134,1,1,1,2,phi^-1 ~'= 1/3'
2,8.83870458459217,1,1,2,2,phi^-1 ~'= 1/3'
3,41.73385526521061,1,1,25,2,phi^-1 ~'= 1/3'
4,188.36955387999848,1,1,381,2,phi^-1 ~'= 1/3'
5,713.2699385483762,1,1,1157,2,phi^-1 ~'= 1/3'
6,1630.5725813722852,1,1,987,2,phi^-1 ~'= 1/3'
7,1778.6480099470982,1,1,2979,2,phi^-1 ~'= 1/3'
8,1222.768154316257,1,1,1210,2,phi^-1 ~'= 1/3'
9,752.1726014094875,1,1,560,2,phi^-1 ~'= 1/3'
10,456.8665226256371,1,1,548,2,phi^-1 ~'= 1/3'
11,277.1593701362526,1,1,183,2,phi^-1 ~'= 1/3'
12,168.11330862637806,1,1,254,2,phi^-1 ~'= 1/3'
13,101.9674952018031,1,1,109,2,phi^-1 ~'= 1/3'
14,61.84689502429865,1,1,128,2,phi^-1 ~'= 1/3'
15,37.51222317054817,1,1,34,2,phi^-1 ~'= 1/3'
16,22.752398062900284,1,1,19,2,phi^-1 ~'= 1/3'
17,13.800070554881131,1,1,12,2,phi^-1 ~'= 1/3'
18,8.370190162286235,1,1,4,2,phi^-1 ~'= 1/3'
19,5.076791198549472,1,1,0,2,phi^-1 ~'= 1/3'
20,3.079238150312449,1,1,2,2,phi^-1 ~'= 1/3'
21,1.867657694099762,1,1,3,2,phi^-1 ~'= 1/3'
22,1.132795006464221,1,1,0,2,phi^-1 ~'= 1/3'
23,0.6870770204623113,1,1,0,2,phi^-1 ~'= 1/3'
24,0.4167346212325356,1,1,1,2,phi^-1 ~'= 1/3'
25,0.25276317741099774,1,1,2,2,phi^-1 ~'= 1/3'
1,1.7818413517227678,1,2,2,2,phi^-1 ~'= 1/3'
2,11.117557376401715,1,2,13,2,phi^-1 ~'= 1/3'
3,58.683439386138105,1,2,53,2,phi^-1 ~'= 1/3'
4,288.62106500799024,1,2,234,2,phi^-1 ~'= 1/3'
5,1061.5082610561785,1,2,1759,2,phi^-1 ~'= 1/3'
6,1906.0225666201788,1,2,2547,2,phi^-1 ~'= 1/3'
7,1601.864827347118,1,2,2381,2,phi^-1 ~'= 1/3'
8,1009.4393886399021,1,2,1084,2,phi^-1 ~'= 1/3'
9,613.8080972361795,1,2,1828,2,phi^-1 ~'= 1/3'
10,372.3713711095261,1,2,254,2,phi^-1 ~'= 1/3'
11,225.86189548289985,1,2,270,2,phi^-1 ~'= 1/3'
12,136.9934007287966,1,2,346,2,phi^-1 ~'= 1/3'
13,83.09103161068197,1,2,79,2,phi^-1 ~'= 1/3'
14,50.397380932024134,1,2,80,2,phi^-1 ~'= 1/3'
15,30.567611534396747,1,2,35,2,phi^-1 ~'= 1/3'
16,18.540221224332527,1,2,26,2,phi^-1 ~'= 1/3'
17,11.245227597823032,1,2,4,2,phi^-1 ~'= 1/3'
18,6.820583810750577,1,2,8,2,phi^-1 ~'= 1/3'
19,4.136898146814929,1,2,4,2,phi^-1 ~'= 1/3'
20,2.509158490923255,1,2,3,2,phi^-1 ~'= 1/3'
21,1.5218833052122136,1,2,2,2,phi^-1 ~'= 1/3'
22,0.9230699374020332,1,2,0,2,phi^-1 ~'= 1/3'
23,0.559870852941458,1,2,0,2,phi^-1 ~'= 1/3'
24,0.3395792216069822,1,2,0,2,phi^-1 ~'= 1/3'
25,0.2059654416561898,1,2,0,2,phi^-1 ~'= 1/3'
1,1.8407634014772252,1,3,2,2,phi^-1 ~'= 1/3'
2,11.99267474786227,1,3,15,2,phi^-1 ~'= 1/3'
3,65.8448030303813,1,3,17,2,phi^-1 ~'= 1/3'
4,332.92357251135877,1,3,363,2,phi^-1 ~'= 1/3'
5,1196.6602601636155,1,3,349,2,phi^-1 ~'= 1/3'
6,1954.7095567272106,1,3,2951,2,phi^-1 ~'= 1/3'
7,1526.185473904823,1,3,525,2,phi^-1 ~'= 1/3'
8,947.1530341819916,1,3,1713,2,phi^-1 ~'= 1/3'
9,575.1895331044834,1,3,313,2,phi^-1 ~'= 1/3'
10,348.9044324647002,1,3,333,2,phi^-1 ~'= 1/3'
11,211.62470940737967,1,3,185,2,phi^-1 ~'= 1/3'
12,128.35754549572812,1,3,89,2,phi^-1 ~'= 1/3'
13,77.85298895564301,1,3,53,2,phi^-1 ~'= 1/3'
14,47.22030530052143,1,3,60,2,phi^-1 ~'= 1/3'
15,28.640600899463607,1,3,22,2,phi^-1 ~'= 1/3'
16,17.371422356508447,1,3,9,2,phi^-1 ~'= 1/3'
17,10.536311224567726,1,3,4,2,phi^-1 ~'= 1/3'
18,6.390602091135406,1,3,7,2,phi^-1 ~'= 1/3'
19,3.876099794341826,1,3,1,2,phi^-1 ~'= 1/3'
20,2.3509755600225617,1,3,4,2,phi^-1 ~'= 1/3'
21,1.4259400723476574,1,3,0,2,phi^-1 ~'= 1/3'
22,0.864877164468453,1,3,1,2,phi^-1 ~'= 1/3'
23,0.5245749951609469,1,3,0,2,phi^-1 ~'= 1/3'
24,0.31817110703013896,1,3,0,2,phi^-1 ~'= 1/3'
25,0.19298070653803734,1,3,0,2,phi^-1 ~'= 1/3'
1,1.864637021484108,1,4,5,2,phi^-1 ~'= 1/3'
2,12.428811326502142,1,4,15,2,phi^-1 ~'= 1/3'
3,69.5847003686196,1,4,63,2,phi^-1 ~'= 1/3'
4,356.52263070104726,1,4,559,2,phi^-1 ~'= 1/3'
5,1264.292060948966,1,4,1436,2,phi^-1 ~'= 1/3'
6,1969.7036487819362,1,4,1102,2,phi^-1 ~'= 1/3'
7,1488.6776189189482,1,4,999,2,phi^-1 ~'= 1/3'
8,918.7208658807958,1,4,943,2,phi^-1 ~'= 1/3'
9,557.6994419025395,1,4,1224,2,phi^-1 ~'= 1/3'
10,338.28413469563475,1,4,566,2,phi^-1 ~'= 1/3'
11,205.1821039457509,1,4,191,2,phi^-1 ~'= 1/3'
12,124.44973779057545,1,4,80,2,phi^-1 ~'= 1/3'
13,75.48274200888591,1,4,36,2,phi^-1 ~'= 1/3'
14,45.78266395981973,1,4,44,2,phi^-1 ~'= 1/3'
15,27.768621661475663,1,4,61,2,phi^-1 ~'= 1/3'
16,16.84253753826306,1,4,23,2,phi^-1 ~'= 1/3'
17,10.215524985993397,1,4,8,2,phi^-1 ~'= 1/3'
18,6.196034645473446,1,4,5,2,phi^-1 ~'= 1/3'
19,3.758088242202575,1,4,5,2,phi^-1 ~'= 1/3'
20,2.2793976840230243,1,4,2,2,phi^-1 ~'= 1/3'
21,1.3825257470907673,1,4,2,2,phi^-1 ~'= 1/3'
22,0.8385449561183123,1,4,0,2,phi^-1 ~'= 1/3'
23,0.5086036499469628,1,4,0,2,phi^-1 ~'= 1/3'
24,0.308483964201514,1,4,0,2,phi^-1 ~'= 1/3'
25,0.18710513789028482,1,4,1,2,phi^-1 ~'= 1/3'
1,1.5851227216153134,1,1,0,3,phi^-1 ~'= 1/3'
2,8.83870458459217,1,1,19,3,phi^-1 ~'= 1/3'
3,41.73385526521061,1,1,47,3,phi^-1 ~'= 1/3'
4,188.36955387999848,1,1,238,3,phi^-1 ~'= 1/3'
5,713.2699385483762,1,1,1046,3,phi^-1 ~'= 1/3'
6,1630.5725813722852,1,1,1962,3,phi^-1 ~'= 1/3'
7,1778.6480099470982,1,1,1650,3,phi^-1 ~'= 1/3'
8,1222.768154316257,1,1,1670,3,phi^-1 ~'= 1/3'
9,752.1726014094875,1,1,701,3,phi^-1 ~'= 1/3'
10,456.8665226256371,1,1,73,3,phi^-1 ~'= 1/3'
11,277.1593701362526,1,1,633,3,phi^-1 ~'= 1/3'
12,168.11330862637806,1,1,79,3,phi^-1 ~'= 1/3'
13,101.9674952018031,1,1,71,3,phi^-1 ~'= 1/3'
14,61.84689502429865,1,1,28,3,phi^-1 ~'= 1/3'
15,37.51222317054817,1,1,70,3,phi^-1 ~'= 1/3'
16,22.752398062900284,1,1,35,3,phi^-1 ~'= 1/3'
17,13.800070554881131,1,1,3,3,phi^-1 ~'= 1/3'
18,8.370190162286235,1,1,7,3,phi^-1 ~'= 1/3'
19,5.076791198549472,1,1,1,3,phi^-1 ~'= 1/3'
20,3.079238150312449,1,1,4,3,phi^-1 ~'= 1/3'
21,1.867657694099762,1,1,0,3,phi^-1 ~'= 1/3'
22,1.132795006464221,1,1,0,3,phi^-1 ~'= 1/3'
23,0.6870770204623113,1,1,0,3,phi^-1 ~'= 1/3'
24,0.4167346212325356,1,1,0,3,phi^-1 ~'= 1/3'
25,0.25276317741099774,1,1,0,3,phi^-1 ~'= 1/3'
1,1.7818413517227678,1,2,4,3,phi^-1 ~'= 1/3'
2,11.117557376401715,1,2,6,3,phi^-1 ~'= 1/3'
3,58.683439386138105,1,2,89,3,phi^-1 ~'= 1/3'
4,288.62106500799024,1,2,199,3,phi^-1 ~'= 1/3'
5,1061.5082610561785,1,2,301,3,phi^-1 ~'= 1/3'
6,1906.0225666201788,1,2,1868,3,phi^-1 ~'= 1/3'
7,1601.864827347118,1,2,3658,3,phi^-1 ~'= 1/3'
8,1009.4393886399021,1,2,750,3,phi^-1 ~'= 1/3'
9,613.8080972361795,1,2,338,3,phi^-1 ~'= 1/3'
10,372.3713711095261,1,2,294,3,phi^-1 ~'= 1/3'
11,225.86189548289985,1,2,226,3,phi^-1 ~'= 1/3'
12,136.9934007287966,1,2,50,3,phi^-1 ~'= 1/3'
13,83.09103161068197,1,2,26,3,phi^-1 ~'= 1/3'
14,50.397380932024134,1,2,133,3,phi^-1 ~'= 1/3'
15,30.567611534396747,1,2,50,3,phi^-1 ~'= 1/3'
16,18.540221224332527,1,2,20,3,phi^-1 ~'= 1/3'
17,11.245227597823032,1,2,6,3,phi^-1 ~'= 1/3'
18,6.820583810750577,1,2,3,3,phi^-1 ~'= 1/3'
19,4.136898146814929,1,2,6,3,phi^-1 ~'= 1/3'
20,2.509158490923255,1,2,5,3,phi^-1 ~'= 1/3'
21,1.5218833052122136,1,2,5,3,phi^-1 ~'= 1/3'
22,0.9230699374020332,1,2,0,3,phi^-1 ~'= 1/3'
23,0.559870852941458,1,2,1,3,phi^-1 ~'= 1/3'
24,0.3395792216069822,1,2,0,3,phi^-1 ~'= 1/3'
25,0.2059654416561898,1,2,0,3,phi^-1 ~'= 1/3'
1,1.8407634014772252,1,3,0,3,phi^-1 ~'= 1/3'
2,11.99267474786227,1,3,13,3,phi^-1 ~'= 1/3'
3,65.8448030303813,1,3,34,3,phi^-1 ~'= 1/3'
4,332.92357251135877,1,3,136,3,phi^-1 ~'= 1/3'
5,1196.6602601636155,1,3,861,3,phi^-1 ~'= 1/3'
6,1954.7095567272106,1,3,1606,3,phi^-1 ~'= 1/3'
7,1526.185473904823,1,3,1813,3,phi^-1 ~'= 1/3'
8,947.1530341819916,1,3,932,3,phi^-1 ~'= 1/3'
9,575.1895331044834,1,3,636,3,phi^-1 ~'= 1/3'
10,348.9044324647002,1,3,328,3,phi^-1 ~'= 1/3'
11,211.62470940737967,1,3,120,3,phi^-1 ~'= 1/3'
12,128.35754549572812,1,3,143,3,phi^-1 ~'= 1/3'
13,77.85298895564301,1,3,110,3,phi^-1 ~'= 1/3'
14,47.22030530052143,1,3,65,3,phi^-1 ~'= 1/3'
15,28.640600899463607,1,3,26,3,phi^-1 ~'= 1/3'
16,17.371422356508447,1,3,29,3,phi^-1 ~'= 1/3'
17,10.536311224567726,1,3,7,3,phi^-1 ~'= 1/3'
18,6.390602091135406,1,3,2,3,phi^-1 ~'= 1/3'
19,3.876099794341826,1,3,2,3,phi^-1 ~'= 1/3'
20,2.3509755600225617,1,3,6,3,phi^-1 ~'= 1/3'
21,1.4259400723476574,1,3,1,3,phi^-1 ~'= 1/3'
22,0.864877164468453,1,3,2,3,phi^-1 ~'= 1/3'
23,0.5245749951609469,1,3,0,3,phi^-1 ~'= 1/3'
24,0.31817110703013896,1,3,0,3,phi^-1 ~'= 1/3'
25,0.19298070653803734,1,3,0,3,phi^-1 ~'= 1/3'
1,1.864637021484108,1,4,2,3,phi^-1 ~'= 1/3'
2,12.428811326502142,1,4,25,3,phi^-1 ~'= 1/3'
3,69.5847003686196,1,4,55,3,phi^-1 ~'= 1/3'
4,356.52263070104726,1,4,621,3,phi^-1 ~'= 1/3'
5,1264.292060948966,1,4,1385,3,phi^-1 ~'= 1/3'
6,1969.7036487819362,1,4,1776,3,phi^-1 ~'= 1/3'
7,1488.6776189189482,1,4,967,3,phi^-1 ~'= 1/3'
8,918.7208658807958,1,4,997,3,phi^-1 ~'= 1/3'
9,557.6994419025395,1,4,448,3,phi^-1 ~'= 1/3'
10,338.28413469563475,1,4,292,3,phi^-1 ~'= 1/3'
11,205.1821039457509,1,4,40,3,phi^-1 ~'= 1/3'
12,124.44973779057545,1,4,189,3,phi^-1 ~'= 1/3'
13,75.48274200888591,1,4,150,3,phi^-1 ~'= 1/3'
14,45.78266395981973,1,4,19,3,phi^-1 ~'= 1/3'
15,27.768621661475663,1,4,3,3,phi^-1 ~'= 1/3'
16,16.84253753826306,1,4,29,3,phi^-1 ~'= 1/3'
17,10.215524985993397,1,4,4,3,phi^-1 ~'= 1/3'
18,6.196034645473446,1,4,6,3,phi^-1 ~'= 1/3'
19,3.758088242202575,1,4,0,3,phi^-1 ~'= 1/3'
20,2.2793976840230243,1,4,5,3,phi^-1 ~'= 1/3'
21,1.3825257470907673,1,4,1,3,phi^-1 ~'= 1/3'
22,0.8385449561183123,1,4,1,3,phi^-1 ~'= 1/3'
23,0.5086036499469628,1,4,0,3,phi^-1 ~'= 1/3'
24,0.308483964201514,1,4,0,3,phi^-1 ~'= 1/3'
25,0.18710513789028482,1,4,0,3,phi^-1 ~'= 1/3'
1,1.5851227216153134,1,1,0,4,phi^-1 ~'= 1/3'
2,8.83870458459217,1,1,9,4,phi^-1 ~'= 1/3'
3,41.73385526521061,1,1,68,4,phi^-1 ~'= 1/3'
4,188.36955387999848,1,1,417,4,phi^-1 ~'= 1/3'
5,713.2699385483762,1,1,357,4,phi^-1 ~'= 1/3'
6,1630.5725813722852,1,1,1655,4,phi^-1 ~'= 1/3'
7,1778.6480099470982,1,1,690,4,phi^-1 ~'= 1/3'
8,1222.768154316257,1,1,787,4,phi^-1 ~'= 1/3'
9,752.1726014094875,1,1,1319,4,phi^-1 ~'= 1/3'
10,456.8665226256371,1,1,689,4,phi^-1 ~'= 1/3'
11,277.1593701362526,1,1,197,4,phi^-1 ~'= 1/3'
12,168.11330862637806,1,1,94,4,phi^-1 ~'= 1/3'
13,101.9674952018031,1,1,56,4,phi^-1 ~'= 1/3'
14,61.84689502429865,1,1,35,4,phi^-1 ~'= 1/3'
15,37.51222317054817,1,1,25,4,phi^-1 ~'= 1/3'
16,22.752398062900284,1,1,16,4,phi^-1 ~'= 1/3'
17,13.800070554881131,1,1,21,4,phi^-1 ~'= 1/3'
18,8.370190162286235,1,1,22,4,phi^-1 ~'= 1/3'
19,5.076791198549472,1,1,8,4,phi^-1 ~'= 1/3'
20,3.079238150312449,1,1,0,4,phi^-1 ~'= 1/3'
21,1.867657694099762,1,1,0,4,phi^-1 ~'= 1/3'
22,1.132795006464221,1,1,3,4,phi^-1 ~'= 1/3'
23,0.6870770204623113,1,1,0,4,phi^-1 ~'= 1/3'
24,0.4167346212325356,1,1,0,4,phi^-1 ~'= 1/3'
25,0.25276317741099774,1,1,0,4,phi^-1 ~'= 1/3'
1,1.7818413517227678,1,2,4,4,phi^-1 ~'= 1/3'
2,11.117557376401715,1,2,15,4,phi^-1 ~'= 1/3'
3,58.683439386138105,1,2,17,4,phi^-1 ~'= 1/3'
4,288.62106500799024,1,2,366,4,phi^-1 ~'= 1/3'
5,1061.5082610561785,1,2,699,4,phi^-1 ~'= 1/3'
6,1906.0225666201788,1,2,1201,4,phi^-1 ~'= 1/3'
7,1601.864827347118,1,2,2286,4,phi^-1 ~'= 1/3'
8,1009.4393886399021,1,2,1213,4,phi^-1 ~'= 1/3'
9,613.8080972361795,1,2,518,4,phi^-1 ~'= 1/3'
10,372.3713711095261,1,2,460,4,phi^-1 ~'= 1/3'
11,225.86189548289985,1,2,168,4,phi^-1 ~'= 1/3'
12,136.9934007287966,1,2,79,4,phi^-1 ~'= 1/3'
13,83.09103161068197,1,2,47,4,phi^-1 ~'= 1/3'
14,50.397380932024134,1,2,48,4,phi^-1 ~'= 1/3'
15,30.567611534396747,1,2,21,4,phi^-1 ~'= 1/3'
16,18.540221224332527,1,2,18,4,phi^-1 ~'= 1/3'
17,11.245227597823032,1,2,23,4,phi^-1 ~'= 1/3'
18,6.820583810750577,1,2,17,4,phi^-1 ~'= 1/3'
19,4.136898146814929,1,2,3,4,phi^-1 ~'= 1/3'
20,2.509158490923255,1,2,1,4,phi^-1 ~'= 1/3'
21,1.5218833052122136,1,2,1,4,phi^-1 ~'= 1/3'
22,0.9230699374020332,1,2,0,4,phi^-1 ~'= 1/3'
23,0.559870852941458,1,2,1,4,phi^-1 ~'= 1/3'
24,0.3395792216069822,1,2,1,4,phi^-1 ~'= 1/3'
25,0.2059654416561898,1,2,0,4,phi^-1 ~'= 1/3'
1,1.8407634014772252,1,3,1,4,phi^-1 ~'= 1/3'
2,11.99267474786227,1,3,19,4,phi^-1 ~'= 1/3'
3,65.8448030303813,1,3,31,4,phi^-1 ~'= 1/3'
4,332.92357251135877,1,3,239,4,phi^-1 ~'= 1/3'
5,1196.6602601636155,1,3,852,4,phi^-1 ~'= 1/3'
6,1954.7095567272106,1,3,4014,4,phi^-1 ~'= 1/3'
7,1526.185473904823,1,3,1014,4,phi^-1 ~'= 1/3'
8,947.1530341819916,1,3,1422,4,phi^-1 ~'= 1/3'
9,575.1895331044834,1,3,856,4,phi^-1 ~'= 1/3'
10,348.9044324647002,1,3,300,4,phi^-1 ~'= 1/3'
11,211.62470940737967,1,3,196,4,phi^-1 ~'= 1/3'
12,128.35754549572812,1,3,63,4,phi^-1 ~'= 1/3'
13,77.85298895564301,1,3,65,4,phi^-1 ~'= 1/3'
14,47.22030530052143,1,3,32,4,phi^-1 ~'= 1/3'
15,28.640600899463607,1,3,21,4,phi^-1 ~'= 1/3'
16,17.371422356508447,1,3,14,4,phi^-1 ~'= 1/3'
17,10.536311224567726,1,3,3,4,phi^-1 ~'= 1/3'
18,6.390602091135406,1,3,7,4,phi^-1 ~'= 1/3'
19,3.876099794341826,1,3,1,4,phi^-1 ~'= 1/3'
20,2.3509755600225617,1,3,2,4,phi^-1 ~'= 1/3'
21,1.4259400723476574,1,3,1,4,phi^-1 ~'= 1/3'
22,0.864877164468453,1,3,0,4,phi^-1 ~'= 1/3'
23,0.5245749951609469,1,3,2,4,phi^-1 ~'= 1/3'
24,0.31817110703013896,1,3,1,4,phi^-1 ~'= 1/3'
25,0.19298070653803734,1,3,0,4,phi^-1 ~'= 1/3'
1,1.864637021484108,1,4,2,4,phi^-1 ~'= 1/3'
2,12.428811326502142,1,4,23,4,phi^-1 ~'= 1/3'
3,69.5847003686196,1,4,80,4,phi^-1 ~'= 1/3'
4,356.52263070104726,1,4,323,4,phi^-1 ~'= 1/3'
5,1264.292060948966,1,4,2597,4,phi^-1 ~'= 1/3'
6,1969.7036487819362,1,4,4118,4,phi^-1 ~'= 1/3'
7,1488.6776189189482,1,4,1213,4,phi^-1 ~'= 1/3'
8,918.7208658807958,1,4,431,4,phi^-1 ~'= 1/3'
9,557.6994419025395,1,4,460,4,phi^-1 ~'= 1/3'
10,338.28413469563475,1,4,478,4,phi^-1 ~'= 1/3'
11,205.1821039457509,1,4,150,4,phi^-1 ~'= 1/3'
12,124.44973779057545,1,4,76,4,phi^-1 ~'= 1/3'
13,75.48274200888591,1,4,48,4,phi^-1 ~'= 1/3'
14,45.78266395981973,1,4,23,4,phi^-1 ~'= 1/3'
15,27.768621661475663,1,4,58,4,phi^-1 ~'= 1/3'
16,16.84253753826306,1,4,3,4,phi^-1 ~'= 1/3'
17,10.215524985993397,1,4,2,4,phi^-1 ~'= 1/3'
18,6.196034645473446,1,4,1,4,phi^-1 ~'= 1/3'
19,3.758088242202575,1,4,0,4,phi^-1 ~'= 1/3'
20,2.2793976840230243,1,4,8,4,phi^-1 ~'= 1/3'
21,1.3825257470907673,1,4,1,4,phi^-1 ~'= 1/3'
22,0.8385449561183123,1,4,1,4,phi^-1 ~'= 1/3'
23,0.5086036499469628,1,4,0,4,phi^-1 ~'= 1/3'
24,0.308483964201514,1,4,1,4,phi^-1 ~'= 1/3'
25,0.18710513789028482,1,4,0,4,phi^-1 ~'= 1/3'
1,1.5851227216153134,1,1,4,5,phi^-1 ~'= 1/3'
2,8.83870458459217,1,1,1,5,phi^-1 ~'= 1/3'
3,41.73385526521061,1,1,22,5,phi^-1 ~'= 1/3'
4,188.36955387999848,1,1,83,5,phi^-1 ~'= 1/3'
5,713.2699385483762,1,1,739,5,phi^-1 ~'= 1/3'
