time,x,E_order,I_order,y,dataset
6,1954.7095567272106,1,3,4014,4
7,1526.185473904823,1,3,1014,4
8,947.1530341819916,1,3,1422,4
9,575.1895331044834,1,3,856,4
10,348.9044324647002,1,3,300,4
11,211.62470940737967,1,3,196,4
12,128.35754549572812,1,3,63,4
13,77.85298895564301,1,3,65,4
14,47.22030530052143,1,3,32,4
15,28.640600899463607,1,3,21,4
16,17.371422356508447,1,3,14,4
17,10.536311224567726,1,3,3,4
18,6.390602091135406,1,3,7,4
19,3.876099794341826,1,3,1,4
20,2.3509755600225617,1,3,2,4
21,1.4259400723476574,1,3,1,4
22,0.864877164468453,1,3,0,4
23,0.5245749951609469,1,3,2,4
24,0.31817110703013896,1,3,1,4
25,0.19298070653803734,1,3,0,4
1,1.864637021484108,1,4,2,4
2,12.428811326502142,1,4,23,4
3,69.5847003686196,1,4,80,4
4,356.52263070104726,1,4,323,4
5,1264.292060948966,1,4,2597,4
6,1969.7036487819362,1,4,4118,4
7,1488.6776189189482,1,4,1213,4
8,918.7208658807958,1,4,431,4
9,557.6994419025395,1,4,460,4
10,338.28413469563475,1,4,478,4
11,205.1821039457509,1,4,150,4
12,124.44973779057545,1,4,76,4
13,75.48274200888591,1,4,48,4
14,45.78266395981973,1,4,23,4
15,27.768621661475663,1,4,58,4
16,16.84253753826306,1,4,3,4
17,10.215524985993397,1,4,2,4
18,6.196034645473446,1,4,1,4
19,3.758088242202575,1,4,0,4
20,2.2793976840230243,1,4,8,4
21,1.3825257470907673,1,4,1,4
22,0.8385449561183123,1,4,1,4
23,0.5086036499469628,1,4,0,4
24,0.308483964201514,1,4,1,4
25,0.18710513789028482,1,4,0,4
1,1.5851227216153134,1,1,4,5
2,8.83870458459217,1,1,1,5
3,41.73385526521061,1,1,22,5
4,188.36955387999848,1,1,83,5
5,713.2699385483762,1,1,739,5
6,1630.5725813722852,1,1,2558,5
7,1778.6480099470982,1,1,2050,5
8,1222.768154316257,1,1,510,5
9,752.1726014094875,1,1,232,5
10,456.8665226256371,1,1,937,5
11,277.1593701362526,1,1,561,5
12,168.11330862637806,1,1,134,5
13,101.9674952018031,1,1,186,5
14,61.84689502429865,1,1,50,5
15,37.51222317054817,1,1,18,5
16,22.752398062900284,1,1,41,5
17,13.800070554881131,1,1,1,5
18,8.370190162286235,1,1,12,5
19,5.076791198549472,1,1,6,5
20,3.079238150312449,1,1,4,5
21,1.867657694099762,1,1,7,5
22,1.132795006464221,1,1,3,5
23,0.6870770204623113,1,1,2,5
24,0.4167346212325356,1,1,0,5
25,0.25276317741099774,1,1,0,5
1,1.7818413517227678,1,2,2,5
2,11.117557376401715,1,2,5,5
3,58.683439386138105,1,2,43,5
4,288.62106500799024,1,2,312,5
5,1061.5082610561785,1,2,368,5
6,1906.0225666201788,1,2,1288,5
7,1601.864827347118,1,2,577,5
8,1009.4393886399021,1,2,634,5
9,613.8080972361795,1,2,451,5
10,372.3713711095261,1,2,357,5
11,225.86189548289985,1,2,274,5
12,136.9934007287966,1,2,55,5
13,83.09103161068197,1,2,85,5
14,50.397380932024134,1,2,43,5
15,30.567611534396747,1,2,95,5
16,18.540221224332527,1,2,1,5
17,11.245227597823032,1,2,13,5
18,6.820583810750577,1,2,1,5
19,4.136898146814929,1,2,4,5
20,2.509158490923255,1,2,4,5
21,1.5218833052122136,1,2,2,5
22,0.9230699374020332,1,2,1,5
23,0.559870852941458,1,2,0,5
24,0.3395792216069822,1,2,0,5
25,0.2059654416561898,1,2,1,5
1,1.8407634014772252,1,3,2,5
2,11.99267474786227,1,3,13,5
3,65.8448030303813,1,3,49,5
4,332.92357251135877,1,3,535,5
5,1196.6602601636155,1,3,819,5
6,1954.7095567272106,1,3,1645,5
7,1526.185473904823,1,3,563,5
8,947.1530341819916,1,3,1544,5
9,575.1895331044834,1,3,609,5
10,348.9044324647002,1,3,271,5
11,211.62470940737967,1,3,130,5
12,128.35754549572812,1,3,93,5
13,77.85298895564301,1,3,47,5
14,47.22030530052143,1,3,66,5
15,28.640600899463607,1,3,34,5
16,17.371422356508447,1,3,22,5
17,10.536311224567726,1,3,14,5
18,6.390602091135406,1,3,6,5
19,3.876099794341826,1,3,5,5
20,2.3509755600225617,1,3,2,5
21,1.4259400723476574,1,3,1,5
22,0.864877164468453,1,3,1,5
23,0.5245749951609469,1,3,0,5
24,0.31817110703013896,1,3,1,5
25,0.19298070653803734,1,3,0,5
1,1.864637021484108,1,4,2,5
2,12.428811326502142,1,4,13,5
3,69.5847003686196,1,4,45,5
4,356.52263070104726,1,4,692,5
5,1264.292060948966,1,4,1298,5
6,1969.7036487819362,1,4,924,5
7,1488.6776189189482,1,4,1193,5
8,918.7208658807958,1,4,170,5
9,557.6994419025395,1,4,1100,5
10,338.28413469563475,1,4,211,5
11,205.1821039457509,1,4,132,5
12,124.44973779057545,1,4,114,5
13,75.48274200888591,1,4,70,5
14,45.78266395981973,1,4,41,5
15,27.768621661475663,1,4,10,5
16,16.84253753826306,1,4,13,5
17,10.215524985993397,1,4,8,5
18,6.196034645473446,1,4,6,5
19,3.758088242202575,1,4,4,5
20,2.2793976840230243,1,4,0,5
21,1.3825257470907673,1,4,0,5
22,0.8385449561183123,1,4,0,5
23,0.5086036499469628,1,4,0,5
24,0.308483964201514,1,4,0,5
25,0.18710513789028482,1,4,0,5
1,1.5851227216153134,1,1,4,6
2,8.83870458459217,1,1,22,6
3,41.73385526521061,1,1,61,6
4,188.36955387999848,1,1,38,6
5,713.2699385483762,1,1,654,6
6,1630.5725813722852,1,1,2088,6
7,1778.6480099470982,1,1,1266,6
8,1222.768154316257,1,1,116,6
9,752.1726014094875,1,1,492,6
10,456.8665226256371,1,1,736,6
11,277.1593701362526,1,1,187,6
12,168.11330862637806,1,1,158,6
13,101.9674952018031,1,1,125,6
14,61.84689502429865,1,1,173,6
15,37.51222317054817,1,1,80,6
16,22.752398062900284,1,1,17,6
17,13.800070554881131,1,1,11,6
18,8.370190162286235,1,1,3,6
19,5.076791198549472,1,1,6,6
20,3.079238150312449,1,1,3,6
21,1.867657694099762,1,1,2,6
22,1.132795006464221,1,1,0,6
23,0.6870770204623113,1,1,0,6
24,0.4167346212325356,1,1,1,6
25,0.25276317741099774,1,1,0,6
1,1.7818413517227678,1,2,2,6
2,11.117557376401715,1,2,5,6
3,58.683439386138105,1,2,31,6
4,288.62106500799024,1,2,230,6
5,1061.5082610561785,1,2,3504,6
6,1906.0225666201788,1,2,765,6
7,1601.864827347118,1,2,510,6
8,1009.4393886399021,1,2,1329,6
9,613.8080972361795,1,2,378,6
10,372.3713711095261,1,2,225,6
11,225.86189548289985,1,2,118,6
12,136.9934007287966,1,2,167,6
13,83.09103161068197,1,2,30,6
14,50.397380932024134,1,2,24,6
15,30.567611534396747,1,2,31,6
16,18.540221224332527,1,2,10,6
17,11.245227597823032,1,2,13,6
18,6.820583810750577,1,2,12,6
19,4.136898146814929,1,2,8,6
20,2.509158490923255,1,2,0,6
21,1.5218833052122136,1,2,1,6
22,0.9230699374020332,1,2,1,6
23,0.559870852941458,1,2,0,6
24,0.3395792216069822,1,2,1,6
25,0.2059654416561898,1,2,1,6
1,1.8407634014772252,1,3,1,6
2,11.99267474786227,1,3,5,6
3,65.8448030303813,1,3,51,6
4,332.92357251135877,1,3,540,6
5,1196.6602601636155,1,3,1482,6
6,1954.7095567272106,1,3,1956,6
7,1526.185473904823,1,3,1311,6
8,947.1530341819916,1,3,331,6
9,575.1895331044834,1,3,482,6
10,348.9044324647002,1,3,556,6
11,211.62470940737967,1,3,227,6
12,128.35754549572812,1,3,151,6
13,77.85298895564301,1,3,149,6
14,47.22030530052143,1,3,47,6
15,28.640600899463607,1,3,34,6
16,17.371422356508447,1,3,39,6
17,10.536311224567726,1,3,14,6
18,6.390602091135406,1,3,7,6
19,3.876099794341826,1,3,3,6
20,2.3509755600225617,1,3,4,6
21,1.4259400723476574,1,3,0,6
22,0.864877164468453,1,3,0,6
23,0.5245749951609469,1,3,0,6
24,0.31817110703013896,1,3,0,6
25,0.19298070653803734,1,3,0,6
1,1.864637021484108,1,4,5,6
2,12.428811326502142,1,4,10,6
3,69.5847003686196,1,4,38,6
4,356.52263070104726,1,4,169,6
5,1264.292060948966,1,4,1749,6
6,1969.7036487819362,1,4,2353,6
7,1488.6776189189482,1,4,2351,6
8,918.7208658807958,1,4,1703,6
9,557.6994419025395,1,4,1026,6
10,338.28413469563475,1,4,217,6
11,205.1821039457509,1,4,90,6
12,124.44973779057545,1,4,170,6
13,75.48274200888591,1,4,67,6
14,45.78266395981973,1,4,14,6
15,27.768621661475663,1,4,21,6
16,16.84253753826306,1,4,28,6
17,10.215524985993397,1,4,27,6
18,6.196034645473446,1,4,3,6
19,3.758088242202575,1,4,5,6
20,2.2793976840230243,1,4,2,6
21,1.3825257470907673,1,4,2,6
22,0.8385449561183123,1,4,2,6
23,0.5086036499469628,1,4,1,6
24,0.308483964201514,1,4,0,6
25,0.18710513789028482,1,4,0,6
1,1.5851227216153134,1,1,8,7
2,8.83870458459217,1,1,3,7
3,41.73385526521061,1,1,29,7
4,188.36955387999848,1,1,62,7
5,713.2699385483762,1,1,865,7
6,1630.5725813722852,1,1,2007,7
7,1778.6480099470982,1,1,657,7
8,1222.768154316257,1,1,897,7
9,752.1726014094875,1,1,859,7
10,456.8665226256371,1,1,1817,7
11,277.1593701362526,1,1,353,7
12,168.11330862637806,1,1,86,7
13,101.9674952018031,1,1,99,7
14,61.84689502429865,1,1,69,7
15,37.51222317054817,1,1,62,7
16,22.752398062900284,1,1,18,7
17,13.800070554881131,1,1,25,7
18,8.370190162286235,1,1,3,7
19,5.076791198549472,1,1,0,7
20,3.079238150312449,1,1,6,7
21,1.867657694099762,1,1,2,7
22,1.132795006464221,1,1,0,7
23,0.6870770204623113,1,1,0,7
24,0.4167346212325356,1,1,2,7
25,0.25276317741099774,1,1,0,7
1,1.7818413517227678,1,2,7,7
2,11.117557376401715,1,2,23,7
3,58.683439386138105,1,2,92,7
4,288.62106500799024,1,2,177,7
5,1061.5082610561785,1,2,1220,7
6,1906.0225666201788,1,2,1365,7
7,1601.864827347118,1,2,1528,7
8,1009.4393886399021,1,2,1365,7
9,613.8080972361795,1,2,453,7
10,372.3713711095261,1,2,125,7
11,225.86189548289985,1,2,136,7
12,136.9934007287966,1,2,56,7
13,83.09103161068197,1,2,133,7
14,50.397380932024134,1,2,107,7
15,30.567611534396747,1,2,5,7
16,18.540221224332527,1,2,14,7
17,11.245227597823032,1,2,7,7
18,6.820583810750577,1,2,17,7
19,4.136898146814929,1,2,2,7
20,2.509158490923255,1,2,1,7
21,1.5218833052122136,1,2,3,7
22,0.9230699374020332,1,2,4,7
23,0.559870852941458,1,2,0,7
24,0.3395792216069822,1,2,0,7
25,0.2059654416561898,1,2,0,7
1,1.8407634014772252,1,3,0,7
2,11.99267474786227,1,3,8,7
3,65.8448030303813,1,3,171,7
4,332.92357251135877,1,3,226,7
5,1196.6602601636155,1,3,490,7
6,1954.7095567272106,1,3,1015,7
7,1526.185473904823,1,3,439,7
8,947.1530341819916,1,3,320,7
9,575.1895331044834,1,3,739,7
10,348.9044324647002,1,3,489,7
11,211.62470940737967,1,3,103,7
12,128.35754549572812,1,3,438,7
13,77.85298895564301,1,3,115,7
14,47.22030530052143,1,3,15,7
15,28.640600899463607,1,3,5,7
16,17.371422356508447,1,3,13,7
17,10.536311224567726,1,3,5,7
18,6.390602091135406,1,3,9,7
19,3.876099794341826,1,3,12,7
20,2.3509755600225617,1,3,5,7
21,1.4259400723476574,1,3,4,7
22,0.864877164468453,1,3,1,7
23,0.5245749951609469,1,3,0,7
24,0.31817110703013896,1,3,1,7
25,0.19298070653803734,1,3,0,7
1,1.864637021484108,1,4,9,7
2,12.428811326502142,1,4,14,7
3,69.5847003686196,1,4,51,7
4,356.52263070104726,1,4,406,7
5,1264.292060948966,1,4,368,7
6,1969.7036487819362,1,4,1228,7
7,1488.6776189189482,1,4,701,7
8,918.7208658807958,1,4,591,7
9,557.6994419025395,1,4,1248,7
10,338.28413469563475,1,4,791,7
11,205.1821039457509,1,4,99,7
12,124.44973779057545,1,4,30,7
13,75.48274200888591,1,4,31,7
14,45.78266395981973,1,4,74,7
15,27.768621661475663,1,4,30,7
16,16.84253753826306,1,4,15,7
17,10.215524985993397,1,4,13,7
18,6.196034645473446,1,4,13,7
19,3.758088242202575,1,4,6,7
20,2.2793976840230243,1,4,2,7
21,1.3825257470907673,1,4,3,7
22,0.8385449561183123,1,4,0,7
23,0.5086036499469628,1,4,3,7
24,0.308483964201514,1,4,2,7
25,0.18710513789028482,1,4,0,7
1,1.5851227216153134,1,1,1,8
2,8.83870458459217,1,1,12,8
3,41.73385526521061,1,1,81,8
4,188.36955387999848,1,1,61,8
5,713.2699385483762,1,1,603,8
6,1630.5725813722852,1,1,592,8
7,1778.6480099470982,1,1,1525,8
8,1222.768154316257,1,1,565,8
9,752.1726014094875,1,1,2055,8
10,456.8665226256371,1,1,481,8
11,277.1593701362526,1,1,235,8
12,168.11330862637806,1,1,167,8
13,101.9674952018031,1,1,131,8
14,61.84689502429865,1,1,17,8
15,37.51222317054817,1,1,27,8
16,22.752398062900284,1,1,21,8
17,13.800070554881131,1,1,23,8
18,8.370190162286235,1,1,5,8
19,5.076791198549472,1,1,0,8
20,3.079238150312449,1,1,6,8
21,1.867657694099762,1,1,0,8
22,1.132795006464221,1,1,5,8
23,0.6870770204623113,1,1,1,8
24,0.4167346212325356,1,1,1,8
25,0.25276317741099774,1,1,0,8
1,1.7818413517227678,1,2,1,8
2,11.117557376401715,1,2,10,8
3,58.683439386138105,1,2,67,8
4,288.62106500799024,1,2,428,8
5,1061.5082610561785,1,2,358,8
6,1906.0225666201788,1,2,945,8
7,1601.864827347118,1,2,2478,8
8,1009.4393886399021,1,2,1526,8
9,613.8080972361795,1,2,1223,8
10,372.3713711095261,1,2,347,8
11,225.86189548289985,1,2,244,8
12,136.9934007287966,1,2,74,8
13,83.09103161068197,1,2,84,8
14,50.397380932024134,1,2,106,8
15,30.567611534396747,1,2,29,8
16,18.540221224332527,1,2,4,8
17,11.245227597823032,1,2,2,8
18,6.820583810750577,1,2,3,8
19,4.136898146814929,1,2,4,8
20,2.509158490923255,1,2,3,8
21,1.5218833052122136,1,2,1,8
22,0.9230699374020332,1,2,0,8
23,0.559870852941458,1,2,1,8
24,0.3395792216069822,1,2,1,8
25,0.2059654416561898,1,2,0,8
1,1.8407634014772252,1,3,2,8
2,11.99267474786227,1,3,10,8
3,65.8448030303813,1,3,126,8
4,332.92357251135877,1,3,632,8
5,1196.6602601636155,1,3,811,8
6,1954.7095567272106,1,3,1174,8
7,1526.185473904823,1,3,2740,8
8,947.1530341819916,1,3,778,8
9,575.1895331044834,1,3,425,8
