time,x,E_order,I_order,y,dataset,disp
20,11.643663770680178,1,2,16,1,phi^-1 ~'= 1/3'
21,7.07453619818898,1,2,4,1,phi^-1 ~'= 1/3'
22,4.298250417397867,1,2,3,1,phi^-1 ~'= 1/3'
23,2.611421204938779,1,2,3,1,phi^-1 ~'= 1/3'
24,1.5865623168810998,1,2,1,1,phi^-1 ~'= 1/3'
25,0.9639053834089282,1,2,2,1,phi^-1 ~'= 1/3'
26,0.5856119795962513,1,2,0,1,phi^-1 ~'= 1/3'
27,0.35578242231440527,1,2,0,1,phi^-1 ~'= 1/3'
28,0.2161515881671221,1,2,0,1,phi^-1 ~'= 1/3'
29,0.1313203488743966,1,2,0,1,phi^-1 ~'= 1/3'
30,0.07978209251723456,1,2,0,1,phi^-1 ~'= 1/3'
1,0.834890984469858,1,3,0,1,phi^-1 ~'= 1/3'
2,3.413217975833846,1,3,0,1,phi^-1 ~'= 1/3'
3,10.585007319545209,1,3,14,1,phi^-1 ~'= 1/3'
4,32.35448348796625,1,3,57,1,phi^-1 ~'= 1/3'
5,97.23707616176264,1,3,83,1,phi^-1 ~'= 1/3'
6,277.9336463450025,1,3,291,1,phi^-1 ~'= 1/3'
7,694.4288742425506,1,3,930,1,phi^-1 ~'= 1/3'
8,1296.1839460362946,1,3,607,1,phi^-1 ~'= 1/3'
9,1567.8270729498122,1,3,671,1,phi^-1 ~'= 1/3'
10,1283.9269537152331,1,3,1287,1,phi^-1 ~'= 1/3'
11,858.1308188309222,1,3,903,1,phi^-1 ~'= 1/3'
12,535.9996121825434,1,3,670,1,phi^-1 ~'= 1/3'
13,328.5732872432918,1,3,269,1,phi^-1 ~'= 1/3'
14,200.29845107421625,1,3,105,1,phi^-1 ~'= 1/3'
15,121.85987410128291,1,3,111,1,phi^-1 ~'= 1/3'
16,74.07623919886464,1,3,12,1,phi^-1 ~'= 1/3'
17,45.01126487168494,1,3,57,1,phi^-1 ~'= 1/3'
18,27.344559422224847,1,3,39,1,phi^-1 ~'= 1/3'
19,16.609979358835517,1,3,22,1,phi^-1 ~'= 1/3'
20,10.08875377234017,1,3,11,1,phi^-1 ~'= 1/3'
21,6.127572125907136,1,3,5,1,phi^-1 ~'= 1/3'
22,3.7215930549864424,1,3,7,1,phi^-1 ~'= 1/3'
23,2.2602841663128856,1,3,1,1,phi^-1 ~'= 1/3'
24,1.3727561642881483,1,3,3,1,phi^-1 ~'= 1/3'
25,0.8337223821745283,1,3,1,1,phi^-1 ~'= 1/3'
26,0.5063468622183791,1,3,2,1,phi^-1 ~'= 1/3'
27,0.3075204051065157,1,3,0,1,phi^-1 ~'= 1/3'
28,0.18676661118570337,1,3,0,1,phi^-1 ~'= 1/3'
29,0.1134290322970628,1,3,0,1,phi^-1 ~'= 1/3'
30,0.06888886436809116,1,3,0,1,phi^-1 ~'= 1/3'
1,0.8460144837197614,1,4,0,1,phi^-1 ~'= 1/3'
2,3.5415988731850785,1,4,2,1,phi^-1 ~'= 1/3'
3,11.180355489719314,1,4,2,1,phi^-1 ~'= 1/3'
4,34.780630098215504,1,4,6,1,phi^-1 ~'= 1/3'
5,106.22438352889904,1,4,74,1,phi^-1 ~'= 1/3'
6,306.7424562059035,1,4,691,1,phi^-1 ~'= 1/3'
7,761.8915861889868,1,4,654,1,phi^-1 ~'= 1/3'
8,1373.7749549857608,1,4,781,1,phi^-1 ~'= 1/3'
9,1573.1681396464141,1,4,2016,1,phi^-1 ~'= 1/3'
10,1233.5283379006923,1,4,284,1,phi^-1 ~'= 1/3'
11,808.3043181722915,1,4,157,1,phi^-1 ~'= 1/3'
12,501.48513457053014,1,4,353,1,phi^-1 ~'= 1/3'
13,306.6960737036907,1,4,283,1,phi^-1 ~'= 1/3'
14,186.77912537263455,1,4,218,1,phi^-1 ~'= 1/3'
15,113.57731755416899,1,4,174,1,phi^-1 ~'= 1/3'
16,69.01971355041678,1,4,36,1,phi^-1 ~'= 1/3'
17,41.92928445761572,1,4,18,1,phi^-1 ~'= 1/3'
18,25.467661387228873,1,4,45,1,phi^-1 ~'= 1/3'
19,15.46749953309154,1,4,15,1,phi^-1 ~'= 1/3'
20,9.39350689996536,1,4,6,1,phi^-1 ~'= 1/3'
21,5.704553260427019,1,4,1,1,phi^-1 ~'= 1/3'
22,3.4642347975086523,1,4,0,1,phi^-1 ~'= 1/3'
23,2.103720694319236,1,4,2,1,phi^-1 ~'= 1/3'
24,1.2775145980986053,1,4,0,1,phi^-1 ~'= 1/3'
25,0.7757858786708312,1,4,3,1,phi^-1 ~'= 1/3'
26,0.47110398966196954,1,4,0,1,phi^-1 ~'= 1/3'
27,0.2860823309456464,1,4,0,1,phi^-1 ~'= 1/3'
28,0.1737260277441237,1,4,0,1,phi^-1 ~'= 1/3'
29,0.10549660918968584,1,4,1,1,phi^-1 ~'= 1/3'
30,0.06406369225624076,1,4,0,1,phi^-1 ~'= 1/3'
1,0.7231349374277181,1,1,0,2,phi^-1 ~'= 1/3'
2,2.592017526371689,1,1,1,2,phi^-1 ~'= 1/3'
3,7.117860144233704,1,1,7,2,phi^-1 ~'= 1/3'
4,19.264202938392287,1,1,8,2,phi^-1 ~'= 1/3'
5,51.67066586301735,1,1,74,2,phi^-1 ~'= 1/3'
6,135.52052712580388,1,1,153,2,phi^-1 ~'= 1/3'
7,335.71325684110525,1,1,198,2,phi^-1 ~'= 1/3'
8,728.36319958501,1,1,322,2,phi^-1 ~'= 1/3'
9,1226.2381864883787,1,1,641,2,phi^-1 ~'= 1/3'
10,1450.2159147498373,1,1,1354,2,phi^-1 ~'= 1/3'
11,1236.4809069037447,1,1,1534,2,phi^-1 ~'= 1/3'
12,864.2286816026663,1,1,1575,2,phi^-1 ~'= 1/3'
13,554.1460428815599,1,1,311,2,phi^-1 ~'= 1/3'
14,344.21893616349644,1,1,334,2,phi^-1 ~'= 1/3'
15,211.33063577201938,1,1,375,2,phi^-1 ~'= 1/3'
16,129.1345843578738,1,1,42,2,phi^-1 ~'= 1/3'
17,78.74268384937204,1,1,29,2,phi^-1 ~'= 1/3'
18,47.9669545949173,1,1,21,2,phi^-1 ~'= 1/3'
19,29.205497459422077,1,1,20,2,phi^-1 ~'= 1/3'
20,17.778598011012946,1,1,32,2,phi^-1 ~'= 1/3'
21,10.822073656225257,1,1,9,2,phi^-1 ~'= 1/3'
22,6.587897827106644,1,1,2,2,phi^-1 ~'= 1/3'
23,4.010835585025234,1,1,7,2,phi^-1 ~'= 1/3'
24,2.442268509898895,1,1,4,2,phi^-1 ~'= 1/3'
25,1.4874257647061313,1,1,2,2,phi^-1 ~'= 1/3'
26,0.9060854375447889,1,1,0,2,phi^-1 ~'= 1/3'
27,0.5520782864632565,1,1,2,2,phi^-1 ~'= 1/3'
28,0.3364600377926763,1,1,0,2,phi^-1 ~'= 1/3'
29,0.2051019523096329,1,1,1,2,phi^-1 ~'= 1/3'
30,0.125057779277995,1,1,0,2,phi^-1 ~'= 1/3'
1,0.8082990658314515,1,2,0,2,phi^-1 ~'= 1/3'
2,3.172797315415183,1,2,1,2,phi^-1 ~'= 1/3'
3,9.51137872116648,1,2,5,2,phi^-1 ~'= 1/3'
4,28.110124322361457,1,2,39,2,phi^-1 ~'= 1/3'
5,81.90152895205742,1,2,137,2,phi^-1 ~'= 1/3'
6,229.17716207397257,1,2,220,2,phi^-1 ~'= 1/3'
7,575.9711708459901,1,2,193,2,phi^-1 ~'= 1/3'
8,1138.553296788195,1,2,3724,2,phi^-1 ~'= 1/3'
9,1525.5428197501697,1,2,2518,2,phi^-1 ~'= 1/3'
10,1369.848466157684,1,2,1493,2,phi^-1 ~'= 1/3'
11,960.321885524605,1,2,1290,2,phi^-1 ~'= 1/3'
12,610.6046831559033,1,2,690,2,phi^-1 ~'= 1/3'
13,376.70232296147697,1,2,518,2,phi^-1 ~'= 1/3'
14,230.2453327998719,1,2,157,2,phi^-1 ~'= 1/3'
15,140.26675498395798,1,2,99,2,phi^-1 ~'= 1/3'
16,85.33524221826156,1,2,45,2,phi^-1 ~'= 1/3'
17,51.88299060712325,1,2,46,2,phi^-1 ~'= 1/3'
18,31.53401876638509,1,2,52,2,phi^-1 ~'= 1/3'
19,19.16268139731801,1,2,10,2,phi^-1 ~'= 1/3'
20,11.643663770680178,1,2,11,2,phi^-1 ~'= 1/3'
21,7.07453619818898,1,2,5,2,phi^-1 ~'= 1/3'
22,4.298250417397867,1,2,2,2,phi^-1 ~'= 1/3'
23,2.611421204938779,1,2,1,2,phi^-1 ~'= 1/3'
24,1.5865623168810998,1,2,3,2,phi^-1 ~'= 1/3'
25,0.9639053834089282,1,2,0,2,phi^-1 ~'= 1/3'
26,0.5856119795962513,1,2,0,2,phi^-1 ~'= 1/3'
27,0.35578242231440527,1,2,0,2,phi^-1 ~'= 1/3'
28,0.2161515881671221,1,2,0,2,phi^-1 ~'= 1/3'
29,0.1313203488743966,1,2,0,2,phi^-1 ~'= 1/3'
30,0.07978209251723456,1,2,0,2,phi^-1 ~'= 1/3'
1,0.834890984469858,1,3,2,2,phi^-1 ~'= 1/3'
2,3.413217975833846,1,3,10,2,phi^-1 ~'= 1/3'
3,10.585007319545209,1,3,13,2,phi^-1 ~'= 1/3'
4,32.35448348796625,1,3,10,2,phi^-1 ~'= 1/3'
5,97.23707616176264,1,3,174,2,phi^-1 ~'= 1/3'
6,277.9336463450025,1,3,198,2,phi^-1 ~'= 1/3'
7,694.4288742425506,1,3,552,2,phi^-1 ~'= 1/3'
8,1296.1839460362946,1,3,670,2,phi^-1 ~'= 1/3'
9,1567.8270729498122,1,3,2500,2,phi^-1 ~'= 1/3'
10,1283.9269537152331,1,3,2687,2,phi^-1 ~'= 1/3'
11,858.1308188309222,1,3,927,2,phi^-1 ~'= 1/3'
12,535.9996121825434,1,3,723,2,phi^-1 ~'= 1/3'
13,328.5732872432918,1,3,174,2,phi^-1 ~'= 1/3'
14,200.29845107421625,1,3,293,2,phi^-1 ~'= 1/3'
15,121.85987410128291,1,3,188,2,phi^-1 ~'= 1/3'
16,74.07623919886464,1,3,86,2,phi^-1 ~'= 1/3'
17,45.01126487168494,1,3,32,2,phi^-1 ~'= 1/3'
18,27.344559422224847,1,3,42,2,phi^-1 ~'= 1/3'
19,16.609979358835517,1,3,20,2,phi^-1 ~'= 1/3'
20,10.08875377234017,1,3,7,2,phi^-1 ~'= 1/3'
21,6.127572125907136,1,3,1,2,phi^-1 ~'= 1/3'
22,3.7215930549864424,1,3,3,2,phi^-1 ~'= 1/3'
23,2.2602841663128856,1,3,7,2,phi^-1 ~'= 1/3'
24,1.3727561642881483,1,3,2,2,phi^-1 ~'= 1/3'
25,0.8337223821745283,1,3,2,2,phi^-1 ~'= 1/3'
26,0.5063468622183791,1,3,1,2,phi^-1 ~'= 1/3'
27,0.3075204051065157,1,3,0,2,phi^-1 ~'= 1/3'
28,0.18676661118570337,1,3,0,2,phi^-1 ~'= 1/3'
29,0.1134290322970628,1,3,0,2,phi^-1 ~'= 1/3'
30,0.06888886436809116,1,3,0,2,phi^-1 ~'= 1/3'
1,0.8460144837197614,1,4,0,2,phi^-1 ~'= 1/3'
2,3.5415988731850785,1,4,5,2,phi^-1 ~'= 1/3'
3,11.180355489719314,1,4,3,2,phi^-1 ~'= 1/3'
4,34.780630098215504,1,4,37,2,phi^-1 ~'= 1/3'
5,106.22438352889904,1,4,112,2,phi^-1 ~'= 1/3'
6,306.7424562059035,1,4,221,2,phi^-1 ~'= 1/3'
7,761.8915861889868,1,4,1362,2,phi^-1 ~'= 1/3'
8,1373.7749549857608,1,4,2631,2,phi^-1 ~'= 1/3'
9,1573.1681396464141,1,4,2620,2,phi^-1 ~'= 1/3'
10,1233.5283379006923,1,4,1965,2,phi^-1 ~'= 1/3'
11,808.3043181722915,1,4,821,2,phi^-1 ~'= 1/3'
12,501.48513457053014,1,4,529,2,phi^-1 ~'= 1/3'
13,306.6960737036907,1,4,53,2,phi^-1 ~'= 1/3'
14,186.77912537263455,1,4,373,2,phi^-1 ~'= 1/3'
15,113.57731755416899,1,4,180,2,phi^-1 ~'= 1/3'
16,69.01971355041678,1,4,61,2,phi^-1 ~'= 1/3'
17,41.92928445761572,1,4,71,2,phi^-1 ~'= 1/3'
18,25.467661387228873,1,4,36,2,phi^-1 ~'= 1/3'
19,15.46749953309154,1,4,1,2,phi^-1 ~'= 1/3'
20,9.39350689996536,1,4,8,2,phi^-1 ~'= 1/3'
21,5.704553260427019,1,4,3,2,phi^-1 ~'= 1/3'
22,3.4642347975086523,1,4,4,2,phi^-1 ~'= 1/3'
23,2.103720694319236,1,4,1,2,phi^-1 ~'= 1/3'
24,1.2775145980986053,1,4,1,2,phi^-1 ~'= 1/3'
25,0.7757858786708312,1,4,2,2,phi^-1 ~'= 1/3'
26,0.47110398966196954,1,4,1,2,phi^-1 ~'= 1/3'
27,0.2860823309456464,1,4,0,2,phi^-1 ~'= 1/3'
28,0.1737260277441237,1,4,0,2,phi^-1 ~'= 1/3'
29,0.10549660918968584,1,4,0,2,phi^-1 ~'= 1/3'
30,0.06406369225624076,1,4,0,2,phi^-1 ~'= 1/3'
1,0.7231349374277181,1,1,0,3,phi^-1 ~'= 1/3'
2,2.592017526371689,1,1,0,3,phi^-1 ~'= 1/3'
3,7.117860144233704,1,1,8,3,phi^-1 ~'= 1/3'
4,19.264202938392287,1,1,5,3,phi^-1 ~'= 1/3'
5,51.67066586301735,1,1,48,3,phi^-1 ~'= 1/3'
6,135.52052712580388,1,1,78,3,phi^-1 ~'= 1/3'
7,335.71325684110525,1,1,228,3,phi^-1 ~'= 1/3'
8,728.36319958501,1,1,513,3,phi^-1 ~'= 1/3'
9,1226.2381864883787,1,1,2263,3,phi^-1 ~'= 1/3'
10,1450.2159147498373,1,1,1679,3,phi^-1 ~'= 1/3'
11,1236.4809069037447,1,1,1118,3,phi^-1 ~'= 1/3'
12,864.2286816026663,1,1,270,3,phi^-1 ~'= 1/3'
13,554.1460428815599,1,1,724,3,phi^-1 ~'= 1/3'
14,344.21893616349644,1,1,451,3,phi^-1 ~'= 1/3'
15,211.33063577201938,1,1,196,3,phi^-1 ~'= 1/3'
16,129.1345843578738,1,1,122,3,phi^-1 ~'= 1/3'
17,78.74268384937204,1,1,76,3,phi^-1 ~'= 1/3'
18,47.9669545949173,1,1,41,3,phi^-1 ~'= 1/3'
19,29.205497459422077,1,1,9,3,phi^-1 ~'= 1/3'
20,17.778598011012946,1,1,5,3,phi^-1 ~'= 1/3'
21,10.822073656225257,1,1,8,3,phi^-1 ~'= 1/3'
22,6.587897827106644,1,1,4,3,phi^-1 ~'= 1/3'
23,4.010835585025234,1,1,4,3,phi^-1 ~'= 1/3'
24,2.442268509898895,1,1,2,3,phi^-1 ~'= 1/3'
25,1.4874257647061313,1,1,0,3,phi^-1 ~'= 1/3'
26,0.9060854375447889,1,1,0,3,phi^-1 ~'= 1/3'
27,0.5520782864632565,1,1,0,3,phi^-1 ~'= 1/3'
28,0.3364600377926763,1,1,0,3,phi^-1 ~'= 1/3'
29,0.2051019523096329,1,1,0,3,phi^-1 ~'= 1/3'
30,0.125057779277995,1,1,0,3,phi^-1 ~'= 1/3'
1,0.8082990658314515,1,2,0,3,phi^-1 ~'= 1/3'
2,3.172797315415183,1,2,3,3,phi^-1 ~'= 1/3'
3,9.51137872116648,1,2,9,3,phi^-1 ~'= 1/3'
4,28.110124322361457,1,2,48,3,phi^-1 ~'= 1/3'
5,81.90152895205742,1,2,32,3,phi^-1 ~'= 1/3'
6,229.17716207397257,1,2,309,3,phi^-1 ~'= 1/3'
7,575.9711708459901,1,2,429,3,phi^-1 ~'= 1/3'
8,1138.553296788195,1,2,760,3,phi^-1 ~'= 1/3'
9,1525.5428197501697,1,2,562,3,phi^-1 ~'= 1/3'
10,1369.848466157684,1,2,659,3,phi^-1 ~'= 1/3'
11,960.321885524605,1,2,555,3,phi^-1 ~'= 1/3'
12,610.6046831559033,1,2,573,3,phi^-1 ~'= 1/3'
13,376.70232296147697,1,2,269,3,phi^-1 ~'= 1/3'
14,230.2453327998719,1,2,351,3,phi^-1 ~'= 1/3'
15,140.26675498395798,1,2,93,3,phi^-1 ~'= 1/3'
16,85.33524221826156,1,2,16,3,phi^-1 ~'= 1/3'
17,51.88299060712325,1,2,18,3,phi^-1 ~'= 1/3'
18,31.53401876638509,1,2,17,3,phi^-1 ~'= 1/3'
19,19.16268139731801,1,2,27,3,phi^-1 ~'= 1/3'
20,11.643663770680178,1,2,12,3,phi^-1 ~'= 1/3'
21,7.07453619818898,1,2,0,3,phi^-1 ~'= 1/3'
22,4.298250417397867,1,2,3,3,phi^-1 ~'= 1/3'
23,2.611421204938779,1,2,3,3,phi^-1 ~'= 1/3'
24,1.5865623168810998,1,2,4,3,phi^-1 ~'= 1/3'
25,0.9639053834089282,1,2,4,3,phi^-1 ~'= 1/3'
26,0.5856119795962513,1,2,0,3,phi^-1 ~'= 1/3'
27,0.35578242231440527,1,2,0,3,phi^-1 ~'= 1/3'
28,0.2161515881671221,1,2,1,3,phi^-1 ~'= 1/3'
29,0.1313203488743966,1,2,0,3,phi^-1 ~'= 1/3'
30,0.07978209251723456,1,2,0,3,phi^-1 ~'= 1/3'
1,0.834890984469858,1,3,1,3,phi^-1 ~'= 1/3'
2,3.413217975833846,1,3,3,3,phi^-1 ~'= 1/3'
3,10.585007319545209,1,3,4,3,phi^-1 ~'= 1/3'
4,32.35448348796625,1,3,4,3,phi^-1 ~'= 1/3'
5,97.23707616176264,1,3,64,3,phi^-1 ~'= 1/3'
6,277.9336463450025,1,3,344,3,phi^-1 ~'= 1/3'
7,694.4288742425506,1,3,747,3,phi^-1 ~'= 1/3'
8,1296.1839460362946,1,3,1514,3,phi^-1 ~'= 1/3'
9,1567.8270729498122,1,3,396,3,phi^-1 ~'= 1/3'
10,1283.9269537152331,1,3,1168,3,phi^-1 ~'= 1/3'
11,858.1308188309222,1,3,459,3,phi^-1 ~'= 1/3'
12,535.9996121825434,1,3,749,3,phi^-1 ~'= 1/3'
13,328.5732872432918,1,3,339,3,phi^-1 ~'= 1/3'
14,200.29845107421625,1,3,26,3,phi^-1 ~'= 1/3'
15,121.85987410128291,1,3,51,3,phi^-1 ~'= 1/3'
16,74.07623919886464,1,3,43,3,phi^-1 ~'= 1/3'
17,45.01126487168494,1,3,27,3,phi^-1 ~'= 1/3'
18,27.344559422224847,1,3,25,3,phi^-1 ~'= 1/3'
19,16.609979358835517,1,3,17,3,phi^-1 ~'= 1/3'
20,10.08875377234017,1,3,4,3,phi^-1 ~'= 1/3'
21,6.127572125907136,1,3,2,3,phi^-1 ~'= 1/3'
22,3.7215930549864424,1,3,3,3,phi^-1 ~'= 1/3'
23,2.2602841663128856,1,3,2,3,phi^-1 ~'= 1/3'
24,1.3727561642881483,1,3,1,3,phi^-1 ~'= 1/3'
25,0.8337223821745283,1,3,1,3,phi^-1 ~'= 1/3'
26,0.5063468622183791,1,3,0,3,phi^-1 ~'= 1/3'
27,0.3075204051065157,1,3,0,3,phi^-1 ~'= 1/3'
28,0.18676661118570337,1,3,0,3,phi^-1 ~'= 1/3'
29,0.1134290322970628,1,3,0,3,phi^-1 ~'= 1/3'
30,0.06888886436809116,1,3,0,3,phi^-1 ~'= 1/3'
1,0.8460144837197614,1,4,2,3,phi^-1 ~'= 1/3'
2,3.5415988731850785,1,4,2,3,phi^-1 ~'= 1/3'
3,11.180355489719314,1,4,2,3,phi^-1 ~'= 1/3'
4,34.780630098215504,1,4,52,3,phi^-1 ~'= 1/3'
5,106.22438352889904,1,4,198,3,phi^-1 ~'= 1/3'
6,306.7424562059035,1,4,252,3,phi^-1 ~'= 1/3'
7,761.8915861889868,1,4,502,3,phi^-1 ~'= 1/3'
8,1373.7749549857608,1,4,820,3,phi^-1 ~'= 1/3'
9,1573.1681396464141,1,4,1241,3,phi^-1 ~'= 1/3'
10,1233.5283379006923,1,4,1833,3,phi^-1 ~'= 1/3'
11,808.3043181722915,1,4,1989,3,phi^-1 ~'= 1/3'
12,501.48513457053014,1,4,57,3,phi^-1 ~'= 1/3'
13,306.6960737036907,1,4,530,3,phi^-1 ~'= 1/3'
14,186.77912537263455,1,4,78,3,phi^-1 ~'= 1/3'
15,113.57731755416899,1,4,144,3,phi^-1 ~'= 1/3'
16,69.01971355041678,1,4,65,3,phi^-1 ~'= 1/3'
17,41.92928445761572,1,4,21,3,phi^-1 ~'= 1/3'
18,25.467661387228873,1,4,38,3,phi^-1 ~'= 1/3'
19,15.46749953309154,1,4,13,3,phi^-1 ~'= 1/3'
20,9.39350689996536,1,4,27,3,phi^-1 ~'= 1/3'
21,5.704553260427019,1,4,10,3,phi^-1 ~'= 1/3'
22,3.4642347975086523,1,4,7,3,phi^-1 ~'= 1/3'
23,2.103720694319236,1,4,3,3,phi^-1 ~'= 1/3'
24,1.2775145980986053,1,4,0,3,phi^-1 ~'= 1/3'
25,0.7757858786708312,1,4,1,3,phi^-1 ~'= 1/3'
26,0.47110398966196954,1,4,0,3,phi^-1 ~'= 1/3'
27,0.2860823309456464,1,4,0,3,phi^-1 ~'= 1/3'
28,0.1737260277441237,1,4,0,3,phi^-1 ~'= 1/3'
29,0.10549660918968584,1,4,0,3,phi^-1 ~'= 1/3'
30,0.06406369225624076,1,4,0,3,phi^-1 ~'= 1/3'
1,0.7231349374277181,1,1,4,4,phi^-1 ~'= 1/3'
2,2.592017526371689,1,1,3,4,phi^-1 ~'= 1/3'
3,7.117860144233704,1,1,18,4,phi^-1 ~'= 1/3'
4,19.264202938392287,1,1,15,4,phi^-1 ~'= 1/3'
5,51.67066586301735,1,1,64,4,phi^-1 ~'= 1/3'
6,135.52052712580388,1,1,180,4,phi^-1 ~'= 1/3'
7,335.71325684110525,1,1,580,4,phi^-1 ~'= 1/3'
8,728.36319958501,1,1,983,4,phi^-1 ~'= 1/3'
9,1226.2381864883787,1,1,1002,4,phi^-1 ~'= 1/3'
10,1450.2159147498373,1,1,747,4,phi^-1 ~'= 1/3'
11,1236.4809069037447,1,1,1700,4,phi^-1 ~'= 1/3'
12,864.2286816026663,1,1,346,4,phi^-1 ~'= 1/3'
13,554.1460428815599,1,1,449,4,phi^-1 ~'= 1/3'
14,344.21893616349644,1,1,266,4,phi^-1 ~'= 1/3'
15,211.33063577201938,1,1,308,4,phi^-1 ~'= 1/3'
16,129.1345843578738,1,1,188,4,phi^-1 ~'= 1/3'
17,78.74268384937204,1,1,101,4,phi^-1 ~'= 1/3'
18,47.9669545949173,1,1,70,4,phi^-1 ~'= 1/3'
19,29.205497459422077,1,1,76,4,phi^-1 ~'= 1/3'
20,17.778598011012946,1,1,28,4,phi^-1 ~'= 1/3'
21,10.822073656225257,1,1,9,4,phi^-1 ~'= 1/3'
22,6.587897827106644,1,1,10,4,phi^-1 ~'= 1/3'
23,4.010835585025234,1,1,8,4,phi^-1 ~'= 1/3'
24,2.442268509898895,1,1,1,4,phi^-1 ~'= 1/3'
25,1.4874257647061313,1,1,2,4,phi^-1 ~'= 1/3'
26,0.9060854375447889,1,1,1,4,phi^-1 ~'= 1/3'
27,0.5520782864632565,1,1,0,4,phi^-1 ~'= 1/3'
28,0.3364600377926763,1,1,1,4,phi^-1 ~'= 1/3'
29,0.2051019523096329,1,1,1,4,phi^-1 ~'= 1/3'
30,0.125057779277995,1,1,0,4,phi^-1 ~'= 1/3'
1,0.8082990658314515,1,2,1,4,phi^-1 ~'= 1/3'
2,3.172797315415183,1,2,2,4,phi^-1 ~'= 1/3'
3,9.51137872116648,1,2,10,4,phi^-1 ~'= 1/3'
4,28.110124322361457,1,2,38,4,phi^-1 ~'= 1/3'
5,81.90152895205742,1,2,164,4,phi^-1 ~'= 1/3'
6,229.17716207397257,1,2,117,4,phi^-1 ~'= 1/3'
7,575.9711708459901,1,2,1545,4,phi^-1 ~'= 1/3'
8,1138.553296788195,1,2,559,4,phi^-1 ~'= 1/3'
9,1525.5428197501697,1,2,1368,4,phi^-1 ~'= 1/3'
10,1369.848466157684,1,2,529,4,phi^-1 ~'= 1/3'
11,960.321885524605,1,2,722,4,phi^-1 ~'= 1/3'
12,610.6046831559033,1,2,407,4,phi^-1 ~'= 1/3'
13,376.70232296147697,1,2,394,4,phi^-1 ~'= 1/3'
14,230.2453327998719,1,2,115,4,phi^-1 ~'= 1/3'
15,140.26675498395798,1,2,43,4,phi^-1 ~'= 1/3'
