L_min,L_max,error,sqr_error,n_successes
12,31,15,15,5
13,31,16,16,4
14,31,17,17,3
15,31,18,18,2
16,31,16,16,4
17,31,16,16,4
18,31,16,16,4
19,31,15,15,5
20,31,10,10,10
21,31,10,10,10
5,32,16,16,4
6,32,15,15,5
7,32,15,15,5
8,32,17,17,3
9,32,16,16,4
10,32,16,16,4
11,32,14,14,6
12,32,15,15,5
13,32,15,15,5
14,32,17,17,3
15,32,17,17,3
16,32,16,16,4
17,32,16,16,4
18,32,16,16,4
19,32,15,15,5
20,32,10,10,10
21,32,10,10,10
22,32,10,10,10
5,33,16,16,4
6,33,15,15,5
7,33,16,16,4
8,33,17,17,3
9,33,16,16,4
10,33,16,16,4
11,33,15,15,5
12,33,15,15,5
13,33,17,17,3
14,33,17,17,3
15,33,17,17,3
16,33,16,16,4
17,33,16,16,4
18,33,16,16,4
19,33,15,15,5
20,33,10,10,10
21,33,11,11,9
22,33,10,10,10
23,33,11,11,9
5,34,16,16,4
6,34,16,16,4
7,34,16,16,4
8,34,17,17,3
9,34,17,17,3
10,34,16,16,4
11,34,15,15,5
12,34,16,16,4
13,34,17,17,3
14,34,17,17,3
15,34,18,18,2
16,34,16,16,4
17,34,17,17,3
18,34,16,16,4
19,34,15,15,5
20,34,11,11,9
21,34,11,11,9
22,34,10,10,10
23,34,11,11,9
24,34,9,9,11
5,35,15,15,5
6,35,15,15,5
7,35,14,14,6
8,35,16,16,4
9,35,16,16,4
10,35,16,16,4
11,35,16,16,4
12,35,17,17,3
13,35,17,17,3
14,35,18,18,2
15,35,18,18,2
16,35,16,16,4
17,35,16,16,4
18,35,16,16,4
19,35,14,14,6
20,35,10,10,10
21,35,10,10,10
22,35,10,10,10
23,35,9,9,11
24,35,9,9,11
25,35,11,11,9
5,36,15,15,5
6,36,15,15,5
7,36,15,15,5
8,36,15,15,5
9,36,16,16,4
10,36,16,16,4
11,36,16,16,4
12,36,17,17,3
13,36,17,17,3
14,36,16,16,4
15,36,18,18,2
16,36,16,16,4
17,36,17,17,3
18,36,15,15,5
19,36,15,15,5
20,36,11,11,9
21,36,11,11,9
22,36,10,10,10
23,36,10,10,10
24,36,9,9,11
25,36,11,11,9
26,36,10,10,10
5,37,15,15,5
6,37,15,15,5
7,37,15,15,5
8,37,15,15,5
9,37,14,14,6
10,37,15,15,5
11,37,15,15,5
12,37,16,16,4
13,37,16,16,4
14,37,17,17,3
15,37,17,17,3
16,37,16,16,4
17,37,17,17,3
18,37,15,15,5
19,37,15,15,5
20,37,10,10,10
21,37,11,11,9
22,37,11,11,9
23,37,10,10,10
24,37,10,10,10
25,37,12,12,8
26,37,10,10,10
27,37,11,11,9
5,38,15,15,5
6,38,15,15,5
7,38,15,15,5
8,38,15,15,5
9,38,14,14,6
10,38,14,14,6
11,38,14,14,6
12,38,14,14,6
13,38,14,14,6
14,38,16,16,4
15,38,16,16,4
16,38,16,16,4
17,38,17,17,3
18,38,15,15,5
19,38,13,13,7
20,38,11,11,9
21,38,10,10,10
22,38,12,12,8
23,38,9,9,11
24,38,9,9,11
25,38,9,9,11
26,38,11,11,9
27,38,12,12,8
28,38,12,12,8
5,39,15,15,5
6,39,15,15,5
7,39,15,15,5
8,39,15,15,5
9,39,15,15,5
10,39,14,14,6
11,39,15,15,5
12,39,15,15,5
13,39,15,15,5
14,39,15,15,5
15,39,15,15,5
16,39,15,15,5
17,39,13,13,7
18,39,13,13,7
19,39,13,13,7
20,39,8,8,12
21,39,8,8,12
22,39,7,7,13
23,39,7,7,13
24,39,6,6,14
25,39,8,8,12
26,39,9,9,11
27,39,10,10,10
28,39,10,10,10
29,39,10,10,10
5,40,15,15,5
6,40,15,15,5
7,40,15,15,5
8,40,14,14,6
9,40,16,16,4
10,40,15,15,5
11,40,14,14,6
12,40,15,15,5
13,40,15,15,5
14,40,14,14,6
15,40,15,15,5
16,40,14,14,6
17,40,16,16,4
18,40,15,15,5
19,40,12,12,8
20,40,9,9,11
21,40,9,9,11
22,40,7,7,13
23,40,7,7,13
24,40,8,8,12
25,40,7,7,13
26,40,7,7,13
27,40,7,7,13
28,40,7,7,13
29,40,7,7,13
30,40,7,7,13
5,41,13,13,7
6,41,14,14,6
7,41,13,13,7
8,41,14,14,6
9,41,13,13,7
10,41,14,14,6
11,41,13,13,7
12,41,13,13,7
13,41,14,14,6
14,41,15,15,5
15,41,15,15,5
16,41,12,12,8
17,41,12,12,8
18,41,12,12,8
19,41,12,12,8
20,41,7,7,13
21,41,7,7,13
22,41,7,7,13
23,41,7,7,13
24,41,7,7,13
25,41,7,7,13
26,41,6,6,14
27,41,6,6,14
28,41,7,7,13
29,41,5,5,15
30,41,5,5,15
31,41,4,4,16
5,42,12,12,8
6,42,12,12,8
7,42,13,13,7
8,42,12,12,8
9,42,12,12,8
10,42,10,10,10
11,42,10,10,10
12,42,11,11,9
13,42,12,12,8
14,42,11,11,9
15,42,12,12,8
16,42,10,10,10
17,42,11,11,9
18,42,11,11,9
19,42,8,8,12
20,42,7,7,13
21,42,7,7,13
22,42,7,7,13
23,42,6,6,14
24,42,6,6,14
25,42,6,6,14
26,42,7,7,13
27,42,9,9,11
28,42,9,9,11
29,42,9,9,11
30,42,8,8,12
31,42,8,8,12
32,42,8,8,12
5,43,10,10,10
6,43,9,9,11
7,43,10,10,10
8,43,12,12,8
9,43,11,11,9
10,43,10,10,10
11,43,10,10,10
12,43,11,11,9
13,43,12,12,8
14,43,12,12,8
15,43,12,12,8
16,43,10,10,10
17,43,10,10,10
18,43,10,10,10
19,43,8,8,12
20,43,6,6,14
21,43,7,7,13
22,43,5,5,15
23,43,5,5,15
24,43,5,5,15
25,43,5,5,15
26,43,5,5,15
27,43,5,5,15
28,43,6,6,14
29,43,6,6,14
30,43,6,6,14
31,43,6,6,14
32,43,6,6,14
33,43,6,6,14
5,44,10,10,10
6,44,10,10,10
7,44,9,9,11
8,44,9,9,11
9,44,11,11,9
10,44,10,10,10
11,44,11,11,9
12,44,11,11,9
13,44,12,12,8
14,44,11,11,9
15,44,12,12,8
16,44,10,10,10
17,44,8,8,12
18,44,10,10,10
19,44,8,8,12
20,44,7,7,13
21,44,6,6,14
22,44,7,7,13
23,44,7,7,13
24,44,6,6,14
25,44,7,7,13
26,44,7,7,13
27,44,7,7,13
28,44,7,7,13
29,44,7,7,13
30,44,7,7,13
31,44,7,7,13
32,44,7,7,13
33,44,7,7,13
34,44,7,7,13
5,45,11,11,9
6,45,12,12,8
7,45,11,11,9
8,45,11,11,9
9,45,10,10,10
10,45,11,11,9
11,45,11,11,9
12,45,11,11,9
13,45,12,12,8
14,45,14,14,6
15,45,13,13,7
16,45,11,11,9
17,45,11,11,9
18,45,7,7,13
19,45,8,8,12
20,45,7,7,13
21,45,7,7,13
22,45,7,7,13
23,45,6,6,14
24,45,4,4,16
25,45,5,5,15
26,45,7,7,13
27,45,8,8,12
28,45,8,8,12
29,45,8,8,12
30,45,7,7,13
31,45,7,7,13
32,45,7,7,13
33,45,7,7,13
34,45,8,8,12
35,45,8,8,12
5,46,8,8,12
6,46,8,8,12
7,46,8,8,12
8,46,9,9,11
9,46,9,9,11
10,46,9,9,11
11,46,9,9,11
12,46,9,9,11
13,46,9,9,11
14,46,9,9,11
15,46,8,8,12
16,46,10,10,10
17,46,9,9,11
18,46,7,7,13
19,46,7,7,13
20,46,5,5,15
21,46,5,5,15
22,46,6,6,14
23,46,4,4,16
24,46,4,4,16
25,46,5,5,15
26,46,5,5,15
27,46,6,6,14
28,46,7,7,13
29,46,6,6,14
30,46,5,5,15
31,46,5,5,15
32,46,5,5,15
33,46,5,5,15
34,46,5,5,15
35,46,6,6,14
36,46,5,5,15
5,47,7,7,13
6,47,7,7,13
7,47,7,7,13
8,47,7,7,13
9,47,7,7,13
10,47,6,6,14
11,47,6,6,14
12,47,6,6,14
13,47,7,7,13
14,47,7,7,13
15,47,8,8,12
16,47,9,9,11
17,47,8,8,12
18,47,6,6,14
19,47,6,6,14
20,47,5,5,15
21,47,5,5,15
22,47,4,4,16
23,47,4,4,16
24,47,4,4,16
25,47,5,5,15
26,47,5,5,15
27,47,5,5,15
28,47,5,5,15
29,47,5,5,15
30,47,5,5,15
31,47,5,5,15
32,47,5,5,15
33,47,5,5,15
34,47,5,5,15
35,47,5,5,15
36,47,5,5,15
37,47,4,4,16
5,48,8,8,12
6,48,8,8,12
7,48,8,8,12
8,48,9,9,11
9,48,8,8,12
10,48,7,7,13
11,48,6,6,14
12,48,6,6,14
13,48,9,9,11
14,48,8,8,12
15,48,9,9,11
16,48,7,7,13
17,48,8,8,12
18,48,6,6,14
19,48,6,6,14
20,48,6,6,14
21,48,4,4,16
22,48,3,3,17
23,48,3,3,17
24,48,2,2,18
25,48,3,3,17
26,48,3,3,17
27,48,3,3,17
28,48,3,3,17
29,48,3,3,17
30,48,3,3,17
31,48,3,3,17
32,48,3,3,17
33,48,3,3,17
34,48,3,3,17
35,48,3,3,17
36,48,3,3,17
37,48,3,3,17
38,48,4,4,16
5,49,7,7,13
6,49,7,7,13
7,49,8,8,12
8,49,7,7,13
9,49,7,7,13
10,49,6,6,14
11,49,6,6,14
12,49,6,6,14
13,49,6,6,14
14,49,7,7,13
15,49,7,7,13
16,49,6,6,14
17,49,6,6,14
18,49,5,5,15
19,49,7,7,13
20,49,4,4,16
21,49,4,4,16
22,49,5,5,15
23,49,5,5,15
24,49,3,3,17
25,49,3,3,17
26,49,3,3,17
27,49,5,5,15
28,49,6,6,14
29,49,6,6,14
30,49,5,5,15
31,49,5,5,15
32,49,5,5,15
33,49,5,5,15
34,49,6,6,14
35,49,6,6,14
36,49,6,6,14
37,49,5,5,15
38,49,6,6,14
39,49,6,6,14
5,50,9,9,11
6,50,8,8,12
7,50,9,9,11
8,50,7,7,13
9,50,9,9,11
10,50,7,7,13
11,50,6,6,14
12,50,6,6,14
13,50,7,7,13
14,50,8,8,12
15,50,8,8,12
16,50,7,7,13
17,50,7,7,13
18,50,6,6,14
19,50,5,5,15
20,50,5,5,15
21,50,4,4,16
22,50,3,3,17
23,50,2,2,18
24,50,2,2,18
25,50,2,2,18
26,50,3,3,17
27,50,3,3,17
28,50,3,3,17
29,50,3,3,17
30,50,3,3,17
31,50,3,3,17
32,50,3,3,17
33,50,3,3,17
34,50,3,3,17
35,50,3,3,17
36,50,2,2,18
37,50,2,2,18
38,50,3,3,17
39,50,4,4,16
40,50,2,2,18
5,51,7,7,13
6,51,7,7,13
7,51,6,6,14
8,51,6,6,14
9,51,7,7,13
10,51,7,7,13
11,51,4,4,16
12,51,5,5,15
13,51,6,6,14
14,51,5,5,15
15,51,6,6,14
16,51,5,5,15
17,51,7,7,13
18,51,6,6,14
19,51,5,5,15
20,51,6,6,14
21,51,4,4,16
22,51,4,4,16
23,51,4,4,16
24,51,3,3,17
25,51,3,3,17
26,51,3,3,17
27,51,3,3,17
28,51,3,3,17
29,51,3,3,17
30,51,3,3,17
31,51,3,3,17
32,51,3,3,17
33,51,3,3,17
34,51,3,3,17
35,51,3,3,17
36,51,3,3,17
37,51,2,2,18
38,51,4,4,16
39,51,3,3,17
40,51,1,1,19
41,51,4,4,16
5,52,5,5,15
6,52,6,6,14
7,52,5,5,15
8,52,6,6,14
9,52,5,5,15
10,52,5,5,15
11,52,4,4,16
12,52,5,5,15
13,52,6,6,14
14,52,5,5,15
15,52,5,5,15
16,52,5,5,15
17,52,7,7,13
18,52,5,5,15
19,52,5,5,15
20,52,4,4,16
21,52,3,3,17
22,52,3,3,17
23,52,3,3,17
24,52,4,4,16
25,52,3,3,17
26,52,3,3,17
27,52,3,3,17
28,52,3,3,17
29,52,3,3,17
30,52,3,3,17
31,52,3,3,17
32,52,3,3,17
33,52,3,3,17
34,52,3,3,17
35,52,3,3,17
36,52,3,3,17
37,52,4,4,16
38,52,4,4,16
39,52,3,3,17
40,52,2,2,18
41,52,4,4,16
42,52,5,5,15
5,53,5,5,15
6,53,5,5,15
7,53,5,5,15
8,53,6,6,14
9,53,6,6,14
10,53,6,6,14
11,53,4,4,16
12,53,5,5,15
13,53,8,8,12
14,53,5,5,15
15,53,7,7,13
16,53,5,5,15
17,53,7,7,13
18,53,7,7,13
19,53,5,5,15
20,53,5,5,15
21,53,4,4,16
22,53,4,4,16
23,53,4,4,16
24,53,4,4,16
25,53,2,2,18
26,53,2,2,18
27,53,2,2,18
28,53,3,3,17
29,53,2,2,18
30,53,2,2,18
31,53,2,2,18
32,53,2,2,18
33,53,2,2,18
34,53,2,2,18
35,53,2,2,18
36,53,3,3,17
37,53,3,3,17
38,53,3,3,17
39,53,3,3,17
40,53,2,2,18
41,53,4,4,16
42,53,4,4,16
43,53,7,7,13
5,54,8,8,12
6,54,7,7,13
7,54,8,8,12
8,54,9,9,11
9,54,8,8,12
10,54,7,7,13
11,54,7,7,13
12,54,7,7,13
13,54,7,7,13
14,54,6,6,14
15,54,6,6,14
16,54,7,7,13
17,54,7,7,13
18,54,6,6,14
19,54,6,6,14
20,54,4,4,16
21,54,3,3,17
22,54,4,4,16
23,54,4,4,16
24,54,4,4,16
25,54,3,3,17
26,54,3,3,17
27,54,3,3,17
28,54,3,3,17
29,54,3,3,17
30,54,3,3,17
31,54,3,3,17
32,54,3,3,17
33,54,3,3,17
34,54,3,3,17
35,54,3,3,17
36,54,3,3,17
37,54,3,3,17
38,54,3,3,17
39,54,3,3,17
40,54,4,4,16
41,54,5,5,15
42,54,6,6,14
43,54,6,6,14
44,54,8,8,12
