L_min,L_max,error,sqr_error,n_successes
10,42,1,1,19
11,42,2,2,18
12,42,2,2,18
13,42,1,1,19
14,42,0,0,20
15,42,1,1,19
16,42,2,2,18
17,42,0,0,20
18,42,1,1,19
19,42,2,2,18
20,42,1,1,19
21,42,1,1,19
22,42,2,2,18
23,42,4,4,16
24,42,5,5,15
25,42,7,7,13
26,42,6,6,14
27,42,7,7,13
28,42,10,10,10
29,42,10,10,10
30,42,8,8,12
31,42,7,7,13
32,42,6,6,14
5,43,1,1,19
6,43,1,1,19
7,43,0,0,20
8,43,1,1,19
9,43,1,1,19
10,43,1,1,19
11,43,2,2,18
12,43,1,1,19
13,43,1,1,19
14,43,0,0,20
15,43,0,0,20
16,43,1,1,19
17,43,1,1,19
18,43,2,2,18
19,43,2,2,18
20,43,2,2,18
21,43,3,3,17
22,43,1,1,19
23,43,1,1,19
24,43,6,6,14
25,43,8,8,12
26,43,8,8,12
27,43,9,9,11
28,43,9,9,11
29,43,11,11,9
30,43,10,10,10
31,43,7,7,13
32,43,7,7,13
33,43,6,6,14
5,44,2,2,18
6,44,3,3,17
7,44,3,3,17
8,44,2,2,18
9,44,2,2,18
10,44,1,1,19
11,44,2,2,18
12,44,2,2,18
13,44,3,3,17
14,44,2,2,18
15,44,4,4,16
16,44,5,5,15
17,44,3,3,17
18,44,2,2,18
19,44,3,3,17
20,44,3,3,17
21,44,5,5,15
22,44,7,7,13
23,44,7,7,13
24,44,9,9,11
25,44,10,10,10
26,44,11,11,9
27,44,13,13,7
28,44,13,13,7
29,44,13,13,7
30,44,13,13,7
31,44,10,10,10
32,44,11,11,9
33,44,11,11,9
34,44,11,11,9
5,45,2,2,18
6,45,2,2,18
7,45,2,2,18
8,45,2,2,18
9,45,2,2,18
10,45,2,2,18
11,45,2,2,18
12,45,2,2,18
13,45,4,4,16
14,45,3,3,17
15,45,5,5,15
16,45,5,5,15
17,45,4,4,16
18,45,3,3,17
19,45,4,4,16
20,45,4,4,16
21,45,6,6,14
22,45,8,8,12
23,45,9,9,11
24,45,8,8,12
25,45,10,10,10
26,45,9,9,11
27,45,13,13,7
28,45,12,12,8
29,45,12,12,8
30,45,12,12,8
31,45,12,12,8
32,45,12,12,8
33,45,11,11,9
34,45,11,11,9
35,45,11,11,9
5,46,2,2,18
6,46,2,2,18
7,46,2,2,18
8,46,4,4,16
9,46,2,2,18
10,46,2,2,18
11,46,6,6,14
12,46,5,5,15
13,46,5,5,15
14,46,4,4,16
15,46,5,5,15
16,46,5,5,15
17,46,5,5,15
18,46,3,3,17
19,46,6,6,14
20,46,5,5,15
21,46,6,6,14
22,46,8,8,12
23,46,8,8,12
24,46,10,10,10
25,46,12,12,8
26,46,13,13,7
27,46,14,14,6
28,46,12,12,8
29,46,12,12,8
30,46,13,13,7
31,46,13,13,7
32,46,11,11,9
33,46,10,10,10
34,46,10,10,10
35,46,10,10,10
36,46,10,10,10
5,47,1,1,19
6,47,1,1,19
7,47,2,2,18
8,47,4,4,16
9,47,1,1,19
10,47,3,3,17
11,47,5,5,15
12,47,3,3,17
13,47,5,5,15
14,47,3,3,17
15,47,4,4,16
16,47,3,3,17
17,47,3,3,17
18,47,2,2,18
19,47,4,4,16
20,47,3,3,17
21,47,6,6,14
22,47,5,5,15
23,47,6,6,14
24,47,8,8,12
25,47,10,10,10
26,47,11,11,9
27,47,12,12,8
28,47,11,11,9
29,47,11,11,9
30,47,10,10,10
31,47,10,10,10
32,47,10,10,10
33,47,9,9,11
34,47,9,9,11
35,47,9,9,11
36,47,10,10,10
37,47,10,10,10
5,48,4,4,16
6,48,4,4,16
7,48,5,5,15
8,48,4,4,16
9,48,4,4,16
10,48,6,6,14
11,48,6,6,14
12,48,5,5,15
13,48,5,5,15
14,48,4,4,16
15,48,5,5,15
16,48,5,5,15
17,48,5,5,15
18,48,3,3,17
19,48,3,3,17
20,48,5,5,15
21,48,6,6,14
22,48,6,6,14
23,48,7,7,13
24,48,8,8,12
25,48,10,10,10
26,48,12,12,8
27,48,12,12,8
28,48,12,12,8
29,48,12,12,8
30,48,11,11,9
31,48,11,11,9
32,48,11,11,9
33,48,11,11,9
34,48,11,11,9
35,48,11,11,9
36,48,11,11,9
37,48,11,11,9
38,48,11,11,9
5,49,6,6,14
6,49,4,4,16
7,49,6,6,14
8,49,4,4,16
9,49,6,6,14
10,49,6,6,14
11,49,6,6,14
12,49,6,6,14
13,49,5,5,15
14,49,6,6,14
15,49,6,6,14
16,49,7,7,13
17,49,5,5,15
18,49,4,4,16
19,49,5,5,15
20,49,6,6,14
21,49,8,8,12
22,49,8,8,12
23,49,8,8,12
24,49,8,8,12
25,49,12,12,8
26,49,11,11,9
27,49,12,12,8
28,49,13,13,7
29,49,12,12,8
30,49,11,11,9
31,49,12,12,8
32,49,12,12,8
33,49,11,11,9
34,49,11,11,9
35,49,11,11,9
36,49,11,11,9
37,49,11,11,9
38,49,11,11,9
39,49,10,10,10
5,50,7,7,13
6,50,6,6,14
7,50,7,7,13
8,50,5,5,15
9,50,5,5,15
10,50,6,6,14
11,50,6,6,14
12,50,7,7,13
13,50,6,6,14
14,50,8,8,12
15,50,9,9,11
16,50,9,9,11
17,50,8,8,12
18,50,7,7,13
19,50,6,6,14
20,50,8,8,12
21,50,9,9,11
22,50,9,9,11
23,50,9,9,11
24,50,10,10,10
25,50,10,10,10
26,50,11,11,9
27,50,12,12,8
28,50,11,11,9
29,50,11,11,9
30,50,11,11,9
31,50,11,11,9
32,50,10,10,10
33,50,10,10,10
34,50,10,10,10
35,50,10,10,10
36,50,10,10,10
37,50,10,10,10
38,50,10,10,10
39,50,10,10,10
40,50,10,10,10
5,51,6,6,14
6,51,5,5,15
7,51,6,6,14
8,51,6,6,14
9,51,5,5,15
10,51,6,6,14
11,51,8,8,12
12,51,7,7,13
13,51,6,6,14
14,51,7,7,13
15,51,8,8,12
16,51,8,8,12
17,51,8,8,12
18,51,7,7,13
19,51,8,8,12
20,51,8,8,12
21,51,8,8,12
22,51,8,8,12
23,51,9,9,11
24,51,8,8,12
25,51,9,9,11
26,51,10,10,10
27,51,11,11,9
28,51,10,10,10
29,51,11,11,9
30,51,9,9,11
31,51,9,9,11
32,51,10,10,10
33,51,10,10,10
34,51,10,10,10
35,51,10,10,10
36,51,10,10,10
37,51,10,10,10
38,51,10,10,10
39,51,9,9,11
40,51,10,10,10
41,51,11,11,9
5,52,4,4,16
6,52,4,4,16
7,52,4,4,16
8,52,4,4,16
9,52,5,5,15
10,52,5,5,15
11,52,6,6,14
12,52,6,6,14
13,52,6,6,14
14,52,6,6,14
15,52,7,7,13
16,52,6,6,14
17,52,6,6,14
18,52,6,6,14
19,52,8,8,12
20,52,7,7,13
21,52,7,7,13
22,52,7,7,13
23,52,8,8,12
24,52,8,8,12
25,52,9,9,11
26,52,9,9,11
27,52,10,10,10
28,52,10,10,10
29,52,9,9,11
30,52,9,9,11
31,52,9,9,11
32,52,9,9,11
33,52,9,9,11
34,52,9,9,11
35,52,9,9,11
36,52,9,9,11
37,52,9,9,11
38,52,9,9,11
39,52,9,9,11
40,52,9,9,11
41,52,9,9,11
42,52,9,9,11
5,53,6,6,14
6,53,6,6,14
7,53,6,6,14
8,53,5,5,15
9,53,5,5,15
10,53,5,5,15
11,53,6,6,14
12,53,7,7,13
13,53,7,7,13
14,53,8,8,12
15,53,8,8,12
16,53,8,8,12
17,53,7,7,13
18,53,7,7,13
19,53,7,7,13
20,53,8,8,12
21,53,8,8,12
22,53,8,8,12
23,53,8,8,12
24,53,8,8,12
25,53,7,7,13
26,53,8,8,12
27,53,9,9,11
28,53,9,9,11
29,53,9,9,11
30,53,8,8,12
31,53,7,7,13
32,53,7,7,13
33,53,7,7,13
34,53,7,7,13
35,53,7,7,13
36,53,8,8,12
37,53,8,8,12
38,53,8,8,12
39,53,8,8,12
40,53,7,7,13
41,53,9,9,11
42,53,9,9,11
43,53,10,10,10
5,54,6,6,14
6,54,5,5,15
7,54,5,5,15
8,54,5,5,15
9,54,5,5,15
10,54,7,7,13
11,54,8,8,12
12,54,7,7,13
13,54,7,7,13
14,54,7,7,13
15,54,7,7,13
16,54,7,7,13
17,54,7,7,13
18,54,7,7,13
19,54,8,8,12
20,54,7,7,13
21,54,8,8,12
22,54,7,7,13
23,54,8,8,12
24,54,8,8,12
25,54,9,9,11
26,54,10,10,10
27,54,10,10,10
28,54,9,9,11
29,54,9,9,11
30,54,9,9,11
31,54,9,9,11
32,54,9,9,11
33,54,9,9,11
34,54,8,8,12
35,54,8,8,12
36,54,9,9,11
37,54,9,9,11
38,54,9,9,11
39,54,10,10,10
40,54,8,8,12
41,54,8,8,12
42,54,11,11,9
43,54,9,9,11
44,54,9,9,11
5,55,5,5,15
6,55,5,5,15
7,55,5,5,15
8,55,5,5,15
9,55,5,5,15
10,55,6,6,14
11,55,7,7,13
12,55,6,6,14
13,55,6,6,14
14,55,6,6,14
15,55,7,7,13
16,55,7,7,13
17,55,7,7,13
18,55,6,6,14
19,55,6,6,14
20,55,7,7,13
21,55,6,6,14
22,55,6,6,14
23,55,7,7,13
24,55,7,7,13
25,55,8,8,12
26,55,9,9,11
27,55,10,10,10
28,55,11,11,9
29,55,10,10,10
30,55,9,9,11
31,55,10,10,10
32,55,8,8,12
33,55,9,9,11
34,55,10,10,10
35,55,10,10,10
36,55,10,10,10
37,55,10,10,10
38,55,11,11,9
39,55,11,11,9
40,55,11,11,9
41,55,10,10,10
42,55,11,11,9
43,55,10,10,10
44,55,10,10,10
45,55,10,10,10
5,56,3,3,17
6,56,3,3,17
7,56,3,3,17
8,56,3,3,17
9,56,3,3,17
10,56,3,3,17
11,56,4,4,16
12,56,4,4,16
13,56,4,4,16
14,56,4,4,16
15,56,5,5,15
16,56,5,5,15
17,56,4,4,16
18,56,4,4,16
19,56,4,4,16
20,56,6,6,14
21,56,6,6,14
22,56,5,5,15
23,56,5,5,15
24,56,5,5,15
25,56,7,7,13
26,56,6,6,14
27,56,7,7,13
28,56,9,9,11
29,56,8,8,12
30,56,8,8,12
31,56,7,7,13
32,56,7,7,13
33,56,7,7,13
34,56,7,7,13
35,56,8,8,12
36,56,8,8,12
37,56,8,8,12
38,56,8,8,12
39,56,8,8,12
40,56,8,8,12
41,56,8,8,12
42,56,8,8,12
43,56,8,8,12
44,56,8,8,12
45,56,8,8,12
46,56,7,7,13
5,57,4,4,16
6,57,4,4,16
7,57,3,3,17
8,57,3,3,17
9,57,3,3,17
10,57,4,4,16
11,57,5,5,15
12,57,4,4,16
13,57,4,4,16
14,57,5,5,15
15,57,5,5,15
16,57,5,5,15
17,57,5,5,15
18,57,4,4,16
19,57,4,4,16
20,57,5,5,15
21,57,5,5,15
22,57,7,7,13
23,57,7,7,13
24,57,8,8,12
25,57,8,8,12
26,57,8,8,12
27,57,9,9,11
28,57,9,9,11
29,57,9,9,11
30,57,9,9,11
31,57,9,9,11
32,57,9,9,11
33,57,8,8,12
34,57,8,8,12
35,57,8,8,12
36,57,8,8,12
37,57,9,9,11
38,57,9,9,11
39,57,9,9,11
40,57,7,7,13
41,57,8,8,12
42,57,11,11,9
43,57,10,10,10
44,57,9,9,11
45,57,9,9,11
46,57,8,8,12
47,57,9,9,11
