time,x,E_order,I_order,y,dataset
44,28.60630839202895,3,2,74,1
45,20.90896796333527,3,2,36,1
46,15.256112850865975,3,2,22,1
47,11.117590069245125,3,2,9,1
48,8.094414943995616,3,2,3,1
49,5.889484994148916,3,2,5,1
50,4.2831620987262795,3,2,7,1
51,3.1138914662924435,3,2,1,1
52,2.2632627753419,3,2,3,1
53,1.6447070452413755,3,2,0,1
54,1.1950486124242161,3,2,0,1
55,0.8682435039636403,3,2,2,1
56,0.6307651822999105,3,2,0,1
57,0.4582181044488607,3,2,1,1
58,0.3328595818275062,3,2,0,1
59,0.24179007559632737,3,2,0,1
60,0.17563359525411215,3,2,1,1
1,0.05553809868313886,3,3,0,1
2,0.34507204079969545,3,3,0,1
3,0.6133273160705135,3,3,0,1
4,0.8240434307640698,3,3,2,1
5,1.1017006408918268,3,3,1,1
6,1.4958340208482532,3,3,3,1
7,2.0321635627525234,3,3,5,1
8,2.7573990527828798,3,3,7,1
9,3.74028101049762,3,3,2,1
10,5.072255365182587,3,3,4,1
11,6.875643963281021,3,3,9,1
12,9.314701539977072,3,3,9,1
13,12.60895758257638,3,3,7,1
14,17.049923230290098,3,3,12,1
15,23.02151645310262,3,3,25,1
16,31.02359848276835,3,3,30,1
17,41.696557168327416,3,3,7,1
18,55.84208069783554,3,3,60,1
19,74.43039860165914,3,3,77,1
20,98.57665986405073,3,3,102,1
21,129.45873632814317,3,3,84,1
22,168.13775673879923,3,3,230,1
23,215.23829641998896,3,3,127,1
24,270.46294939398615,3,3,258,1
25,331.9797542388992,3,3,308,1
26,395.84909757969103,3,3,214,1
27,455.82493829054556,3,3,208,1
28,503.9571677907279,3,3,601,1
29,532.2403715751097,3,3,317,1
30,534.9935178054548,3,3,330,1
31,510.9741054144638,3,3,176,1
32,464.04456679352006,3,3,280,1
33,401.91007955749956,3,3,1015,1
34,333.5962328112464,3,3,170,1
35,266.97840213700056,3,3,167,1
36,207.362440842081,3,3,143,1
37,157.29750861176126,3,3,392,1
38,117.18786619936509,3,3,259,1
39,86.14452311641162,3,3,74,1
40,62.7101371693434,3,3,18,1
41,45.33174928943845,3,3,115,1
42,32.605587666866086,3,3,28,1
43,23.368589755513312,3,3,6,1
44,16.705939180641508,3,3,14,1
45,11.921351934719496,3,3,1,1
46,8.496163638528742,3,3,7,1
47,6.049564896860829,3,3,4,1
48,4.304710404338039,3,3,5,1
49,3.061707812925306,3,3,1,1
50,2.1769148636985847,3,3,6,1
51,1.5474555567079733,3,3,0,1
52,1.0998239998507415,3,3,0,1
53,0.781586835237249,3,3,0,1
54,0.5553861823400439,3,3,1,1
55,0.394627349930488,3,3,0,1
56,0.2803890283075816,3,3,1,1
57,0.19921492211960867,3,3,0,1
58,0.14153814251585572,3,3,1,1
59,0.10055844851103757,3,3,0,1
60,0.07144288444033009,3,3,0,1
1,0.05592067452031291,3,4,0,1
2,0.35380340457879855,3,4,0,1
3,0.6366298035809548,3,4,0,1
4,0.8563052324566112,3,4,0,1
5,1.1495666580751478,3,4,0,1
6,1.572075147289306,3,4,1,1
7,2.1496293827185555,3,4,1,1
8,2.9344975456978153,3,4,1,1
9,4.004946139536397,3,4,4,1
10,5.464608310539589,3,4,2,1
11,7.452715304166695,3,4,5,1
12,10.157450537420107,3,4,8,1
13,13.83157217377471,3,4,9,1
14,18.812066394523022,3,4,11,1
15,25.544128505287233,3,4,10,1
16,34.60834499056993,3,4,25,1
17,46.74798726653327,3,4,19,1
18,62.889446781828696,3,4,24,1
19,84.14213757384425,3,4,156,1
20,111.75401174448791,3,4,165,1
21,146.98571390032674,3,4,124,1
22,190.85464814547095,3,4,120,1
23,243.7020175341786,3,4,462,1
24,304.5748189726602,3,4,556,1
25,370.5209552998351,3,4,642,1
26,436.07723020895787,3,4,163,1
27,493.4139467637883,3,4,542,1
28,533.5869180201257,3,4,1229,1
29,548.9091425446213,3,4,371,1
30,535.645112611845,3,4,515,1
31,495.63442777300315,3,4,604,1
32,435.79634350112883,3,4,391,1
33,365.7198276497402,3,4,625,1
34,294.684334138331,3,4,81,1
35,229.53748044854183,3,4,213,1
36,174.01476712547264,3,4,57,1
37,129.19442948607139,3,4,135,1
38,94.42875260922574,3,4,190,1
39,68.23159721562479,3,4,152,1
40,48.89617980040566,3,4,48,1
41,34.833578535775814,3,4,44,1
42,24.711456038958204,3,4,18,1
43,17.478662801748214,3,4,7,1
44,12.336921914155937,3,4,5,1
45,8.694868080021479,3,4,6,1
46,6.12162640193128,3,4,3,1
47,4.306777031315505,3,4,5,1
48,3.02840645546803,3,4,2,1
49,2.1287204301133897,3,4,2,1
50,1.4959343787322723,3,4,1,1
51,1.0510630835669872,3,4,3,1
52,0.7383979008945971,3,4,3,1
53,0.5186970662107342,3,4,0,1
54,0.3643428106261126,3,4,0,1
55,0.25591026391703053,3,4,0,1
56,0.17974297342698264,3,4,0,1
57,0.1262428554955477,3,4,0,1
58,0.08866559734178736,3,4,0,1
59,0.0622728693388126,3,4,0,1
60,0.04373603191561415,3,4,0,1
1,0.05030249462142278,3,1,0,2
2,0.288351459121982,3,1,0,2
3,0.48916039021349444,3,1,0,2
4,0.6415510744415405,3,1,2,2
5,0.8288282847954105,3,1,0,2
6,1.0799806714666484,3,1,2,2
7,1.409128402772934,3,1,2,2
8,1.8378730560776697,3,1,0,2
9,2.396519474944494,3,1,3,2
10,3.1244295899191226,3,1,1,2
11,4.072497554341805,3,1,7,2
12,5.306624493747652,3,1,3,2
13,6.911987668284155,3,1,4,2
14,8.99833995166021,3,1,13,2
15,11.70654403139045,3,1,29,2
16,15.216458513245932,3,1,26,2
17,19.756162191326993,3,1,11,2
18,25.61224076700529,3,1,45,2
19,33.140371763380344,3,1,33,2
20,42.77460405787252,3,1,36,2
21,55.032378984136614,3,1,47,2
22,70.51031752502954,3,1,38,2
23,89.86303307628503,3,1,128,2
24,113.75396167411691,3,1,44,2
25,142.76438111979587,3,1,264,2
26,177.24666055766215,3,1,76,2
27,217.1144104709732,3,1,245,2
28,261.5811805037865,3,1,106,2
29,308.8951358349011,3,1,479,2
30,356.1664380949976,3,1,660,2
31,399.42634404048613,3,1,125,2
32,434.05068466843477,3,1,827,2
33,455.5804983524572,3,1,199,2
34,460.77840512019884,3,1,1041,2
35,448.56034422919174,3,1,636,2
36,420.3931697480675,3,1,214,2
37,379.94347571518483,3,1,175,2
38,332.1132718965455,3,1,515,2
39,281.87307253668223,3,1,344,2
40,233.32773348586124,3,1,284,2
41,189.25142153274737,3,1,208,2
42,151.0765605558163,3,1,156,2
43,119.16758434929397,3,1,90,2
44,93.18905767402612,3,1,52,2
45,72.43754238927704,3,1,69,2
46,56.08156913774383,3,1,88,2
47,43.30699350909708,3,1,39,2
48,33.38932446321269,3,1,28,2
49,25.71898588330987,3,1,47,2
50,19.8005812707097,3,1,38,2
51,15.240201794496897,3,1,8,2
52,11.728890350814254,3,1,29,2
53,9.026354380977864,3,1,7,2
54,6.946649216297374,3,1,13,2
55,5.3463081507970855,3,1,6,2
56,4.114818471733997,3,1,7,2
57,3.167123325852117,3,1,5,2
58,2.4377830380999512,3,1,1,2
59,1.8764570237408407,3,1,1,2
60,1.444419659443156,3,1,2,2
1,0.05446080512760476,3,2,0,2
2,0.3286590377200742,3,2,0,2
3,0.5740123952292513,3,2,0,2
4,0.7673314465758554,3,2,2,2
5,1.0169237668362339,3,2,0,2
6,1.363979341203232,3,2,0,2
7,1.8313388743923493,3,2,0,2
8,2.4569218068804677,3,2,4,2
9,3.2952083292368695,3,2,3,2
10,4.418447177549092,3,2,4,2
11,5.922454492130953,3,2,10,2
12,7.93453626137962,3,2,4,2
13,10.623252819041525,3,2,26,2
14,14.210642379838319,3,2,8,2
15,18.987237689592725,3,2,8,2
16,25.32974341665657,3,2,18,2
17,33.72046985480456,3,2,21,2
18,44.7661361672659,3,2,48,2
19,59.21102726185029,3,2,35,2
20,77.93522114627737,3,2,122,2
21,101.92233892241893,3,2,11,2
22,132.17338222885894,3,2,133,2
23,169.53607364900267,3,2,52,2
24,214.4190389999883,3,2,549,2
25,266.3793330013425,3,2,199,2
26,323.6266686991628,3,2,143,2
27,382.58756859998084,3,2,494,2
28,437.7930630547148,3,2,249,2
29,482.4067435920265,3,2,576,2
30,509.5609128244746,3,2,824,2
31,514.2550061585762,3,2,1298,2
32,495.07676129798665,3,2,237,2
33,454.85258946695103,3,2,511,2
34,399.8030614401514,3,2,519,2
35,337.61298437666846,3,2,523,2
36,275.374101244578,3,2,348,2
37,218.23579350101136,3,2,165,2
38,169.03106839789143,3,2,135,2
39,128.63227143305267,3,2,79,2
40,96.61083286864869,3,2,224,2
41,71.86997924776006,3,2,59,2
42,53.099909899588965,3,2,82,2
43,39.04152480634639,3,2,13,2
44,28.60630839202895,3,2,11,2
45,20.90896796333527,3,2,17,2
46,15.256112850865975,3,2,29,2
47,11.117590069245125,3,2,5,2
48,8.094414943995616,3,2,15,2
49,5.889484994148916,3,2,13,2
50,4.2831620987262795,3,2,1,2
51,3.1138914662924435,3,2,4,2
52,2.2632627753419,3,2,7,2
53,1.6447070452413755,3,2,3,2
54,1.1950486124242161,3,2,2,2
55,0.8682435039636403,3,2,0,2
56,0.6307651822999105,3,2,0,2
57,0.4582181044488607,3,2,0,2
58,0.3328595818275062,3,2,0,2
59,0.24179007559632737,3,2,0,2
60,0.17563359525411215,3,2,0,2
1,0.05553809868313886,3,3,0,2
2,0.34507204079969545,3,3,2,2
3,0.6133273160705135,3,3,0,2
4,0.8240434307640698,3,3,2,2
5,1.1017006408918268,3,3,0,2
6,1.4958340208482532,3,3,3,2
7,2.0321635627525234,3,3,0,2
8,2.7573990527828798,3,3,3,2
9,3.74028101049762,3,3,4,2
10,5.072255365182587,3,3,5,2
11,6.875643963281021,3,3,6,2
12,9.314701539977072,3,3,8,2
13,12.60895758257638,3,3,17,2
14,17.049923230290098,3,3,30,2
15,23.02151645310262,3,3,36,2
16,31.02359848276835,3,3,19,2
17,41.696557168327416,3,3,46,2
18,55.84208069783554,3,3,41,2
19,74.43039860165914,3,3,26,2
20,98.57665986405073,3,3,106,2
21,129.45873632814317,3,3,61,2
22,168.13775673879923,3,3,225,2
23,215.23829641998896,3,3,93,2
24,270.46294939398615,3,3,67,2
25,331.9797542388992,3,3,511,2
26,395.84909757969103,3,3,134,2
27,455.82493829054556,3,3,514,2
28,503.9571677907279,3,3,1179,2
29,532.2403715751097,3,3,272,2
30,534.9935178054548,3,3,745,2
31,510.9741054144638,3,3,120,2
32,464.04456679352006,3,3,170,2
33,401.91007955749956,3,3,329,2
34,333.5962328112464,3,3,427,2
35,266.97840213700056,3,3,389,2
36,207.362440842081,3,3,189,2
37,157.29750861176126,3,3,209,2
38,117.18786619936509,3,3,62,2
39,86.14452311641162,3,3,40,2
40,62.7101371693434,3,3,87,2
41,45.33174928943845,3,3,21,2
42,32.605587666866086,3,3,23,2
43,23.368589755513312,3,3,13,2
44,16.705939180641508,3,3,11,2
45,11.921351934719496,3,3,16,2
46,8.496163638528742,3,3,16,2
47,6.049564896860829,3,3,9,2
48,4.304710404338039,3,3,5,2
49,3.061707812925306,3,3,1,2
50,2.1769148636985847,3,3,3,2
51,1.5474555567079733,3,3,4,2
52,1.0998239998507415,3,3,1,2
53,0.781586835237249,3,3,2,2
54,0.5553861823400439,3,3,1,2
55,0.394627349930488,3,3,0,2
56,0.2803890283075816,3,3,1,2
57,0.19921492211960867,3,3,0,2
58,0.14153814251585572,3,3,0,2
59,0.10055844851103757,3,3,0,2
60,0.07144288444033009,3,3,0,2
1,0.05592067452031291,3,4,0,2
2,0.35380340457879855,3,4,0,2
3,0.6366298035809548,3,4,0,2
4,0.8563052324566112,3,4,0,2
5,1.1495666580751478,3,4,1,2
6,1.572075147289306,3,4,2,2
7,2.1496293827185555,3,4,0,2
8,2.9344975456978153,3,4,5,2
9,4.004946139536397,3,4,3,2
10,5.464608310539589,3,4,5,2
11,7.452715304166695,3,4,1,2
12,10.157450537420107,3,4,9,2
13,13.83157217377471,3,4,4,2
14,18.812066394523022,3,4,40,2
15,25.544128505287233,3,4,27,2
16,34.60834499056993,3,4,63,2
17,46.74798726653327,3,4,32,2
18,62.889446781828696,3,4,59,2
19,84.14213757384425,3,4,73,2
20,111.75401174448791,3,4,103,2
21,146.98571390032674,3,4,103,2
22,190.85464814547095,3,4,199,2
23,243.7020175341786,3,4,370,2
24,304.5748189726602,3,4,77,2
25,370.5209552998351,3,4,388,2
26,436.07723020895787,3,4,340,2
27,493.4139467637883,3,4,119,2
28,533.5869180201257,3,4,207,2
29,548.9091425446213,3,4,794,2
30,535.645112611845,3,4,593,2
31,495.63442777300315,3,4,381,2
32,435.79634350112883,3,4,316,2
33,365.7198276497402,3,4,395,2
34,294.684334138331,3,4,243,2
35,229.53748044854183,3,4,193,2
36,174.01476712547264,3,4,191,2
37,129.19442948607139,3,4,127,2
38,94.42875260922574,3,4,88,2
39,68.23159721562479,3,4,26,2
40,48.89617980040566,3,4,28,2
41,34.833578535775814,3,4,45,2
42,24.711456038958204,3,4,4,2
43,17.478662801748214,3,4,7,2
44,12.336921914155937,3,4,19,2
45,8.694868080021479,3,4,4,2
46,6.12162640193128,3,4,16,2
47,4.306777031315505,3,4,6,2
48,3.02840645546803,3,4,8,2
49,2.1287204301133897,3,4,0,2
50,1.4959343787322723,3,4,1,2
51,1.0510630835669872,3,4,0,2
52,0.7383979008945971,3,4,0,2
53,0.5186970662107342,3,4,0,2
54,0.3643428106261126,3,4,0,2
55,0.25591026391703053,3,4,0,2
56,0.17974297342698264,3,4,0,2
57,0.1262428554955477,3,4,1,2
58,0.08866559734178736,3,4,0,2
59,0.0622728693388126,3,4,0,2
60,0.04373603191561415,3,4,0,2
1,0.05030249462142278,3,1,0,3
2,0.288351459121982,3,1,0,3
3,0.48916039021349444,3,1,2,3
4,0.6415510744415405,3,1,1,3
5,0.8288282847954105,3,1,0,3
6,1.0799806714666484,3,1,0,3
7,1.409128402772934,3,1,1,3
8,1.8378730560776697,3,1,1,3
9,2.396519474944494,3,1,1,3
10,3.1244295899191226,3,1,5,3
11,4.072497554341805,3,1,0,3
12,5.306624493747652,3,1,6,3
13,6.911987668284155,3,1,5,3
14,8.99833995166021,3,1,11,3
15,11.70654403139045,3,1,4,3
16,15.216458513245932,3,1,7,3
17,19.756162191326993,3,1,1,3
18,25.61224076700529,3,1,13,3
19,33.140371763380344,3,1,32,3
20,42.77460405787252,3,1,31,3
21,55.032378984136614,3,1,99,3
22,70.51031752502954,3,1,54,3
23,89.86303307628503,3,1,106,3
24,113.75396167411691,3,1,39,3
25,142.76438111979587,3,1,132,3
26,177.24666055766215,3,1,139,3
27,217.1144104709732,3,1,160,3
28,261.5811805037865,3,1,239,3
29,308.8951358349011,3,1,88,3
30,356.1664380949976,3,1,691,3
31,399.42634404048613,3,1,170,3
32,434.05068466843477,3,1,486,3
33,455.5804983524572,3,1,608,3
34,460.77840512019884,3,1,376,3
35,448.56034422919174,3,1,485,3
36,420.3931697480675,3,1,127,3
37,379.94347571518483,3,1,365,3
38,332.1132718965455,3,1,304,3
39,281.87307253668223,3,1,271,3
40,233.32773348586124,3,1,520,3
41,189.25142153274737,3,1,158,3
42,151.0765605558163,3,1,154,3
43,119.16758434929397,3,1,119,3
44,93.18905767402612,3,1,74,3
45,72.43754238927704,3,1,38,3
46,56.08156913774383,3,1,75,3
47,43.30699350909708,3,1,48,3
48,33.38932446321269,3,1,23,3
49,25.71898588330987,3,1,10,3
50,19.8005812707097,3,1,10,3
51,15.240201794496897,3,1,10,3
52,11.728890350814254,3,1,21,3
53,9.026354380977864,3,1,8,3
54,6.946649216297374,3,1,14,3
55,5.3463081507970855,3,1,0,3
56,4.114818471733997,3,1,4,3
57,3.167123325852117,3,1,5,3
58,2.4377830380999512,3,1,3,3
59,1.8764570237408407,3,1,2,3
60,1.444419659443156,3,1,4,3
1,0.05446080512760476,3,2,0,3
2,0.3286590377200742,3,2,0,3
3,0.5740123952292513,3,2,0,3
4,0.7673314465758554,3,2,0,3
5,1.0169237668362339,3,2,1,3
6,1.363979341203232,3,2,1,3
7,1.8313388743923493,3,2,1,3
8,2.4569218068804677,3,2,1,3
9,3.2952083292368695,3,2,2,3
10,4.418447177549092,3,2,1,3
11,5.922454492130953,3,2,9,3
12,7.93453626137962,3,2,6,3
13,10.623252819041525,3,2,9,3
14,14.210642379838319,3,2,30,3
15,18.987237689592725,3,2,17,3
16,25.32974341665657,3,2,53,3
17,33.72046985480456,3,2,29,3
18,44.7661361672659,3,2,15,3
19,59.21102726185029,3,2,42,3
20,77.93522114627737,3,2,44,3
21,101.92233892241893,3,2,200,3
22,132.17338222885894,3,2,275,3
23,169.53607364900267,3,2,261,3
24,214.4190389999883,3,2,239,3
25,266.3793330013425,3,2,384,3
26,323.6266686991628,3,2,606,3
27,382.58756859998084,3,2,405,3
28,437.7930630547148,3,2,139,3
29,482.4067435920265,3,2,646,3
30,509.5609128244746,3,2,122,3
31,514.2550061585762,3,2,742,3
32,495.07676129798665,3,2,769,3
33,454.85258946695103,3,2,756,3
34,399.8030614401514,3,2,675,3
35,337.61298437666846,3,2,115,3
36,275.374101244578,3,2,304,3
37,218.23579350101136,3,2,62,3
38,169.03106839789143,3,2,98,3
39,128.63227143305267,3,2,83,3
40,96.61083286864869,3,2,187,3
41,71.86997924776006,3,2,79,3
42,53.099909899588965,3,2,35,3
43,39.04152480634639,3,2,39,3
44,28.60630839202895,3,2,52,3
45,20.90896796333527,3,2,24,3
46,15.256112850865975,3,2,11,3
47,11.117590069245125,3,2,11,3
48,8.094414943995616,3,2,9,3
49,5.889484994148916,3,2,10,3
50,4.2831620987262795,3,2,6,3
51,3.1138914662924435,3,2,3,3
52,2.2632627753419,3,2,3,3
53,1.6447070452413755,3,2,1,3
54,1.1950486124242161,3,2,0,3
55,0.8682435039636403,3,2,2,3
56,0.6307651822999105,3,2,1,3
57,0.4582181044488607,3,2,0,3
58,0.3328595818275062,3,2,0,3
59,0.24179007559632737,3,2,0,3
60,0.17563359525411215,3,2,0,3
1,0.05553809868313886,3,3,0,3
2,0.34507204079969545,3,3,0,3
3,0.6133273160705135,3,3,0,3
4,0.8240434307640698,3,3,4,3
5,1.1017006408918268,3,3,0,3
6,1.4958340208482532,3,3,2,3
7,2.0321635627525234,3,3,1,3
8,2.7573990527828798,3,3,3,3
9,3.74028101049762,3,3,2,3
10,5.072255365182587,3,3,1,3
11,6.875643963281021,3,3,5,3
12,9.314701539977072,3,3,18,3
13,12.60895758257638,3,3,15,3
14,17.049923230290098,3,3,14,3
15,23.02151645310262,3,3,26,3
16,31.02359848276835,3,3,32,3
17,41.696557168327416,3,3,35,3
18,55.84208069783554,3,3,42,3
19,74.43039860165914,3,3,30,3
20,98.57665986405073,3,3,45,3
21,129.45873632814317,3,3,165,3
22,168.13775673879923,3,3,180,3
23,215.23829641998896,3,3,192,3
24,270.46294939398615,3,3,425,3
25,331.9797542388992,3,3,335,3
26,395.84909757969103,3,3,541,3
27,455.82493829054556,3,3,576,3
28,503.9571677907279,3,3,448,3
29,532.2403715751097,3,3,196,3
30,534.9935178054548,3,3,93,3
31,510.9741054144638,3,3,385,3
32,464.04456679352006,3,3,153,3
33,401.91007955749956,3,3,516,3
34,333.5962328112464,3,3,226,3
35,266.97840213700056,3,3,189,3
36,207.362440842081,3,3,80,3
37,157.29750861176126,3,3,149,3
38,117.18786619936509,3,3,46,3
39,86.14452311641162,3,3,110,3
40,62.7101371693434,3,3,69,3
41,45.33174928943845,3,3,20,3
42,32.605587666866086,3,3,40,3
43,23.368589755513312,3,3,40,3
44,16.705939180641508,3,3,15,3
45,11.921351934719496,3,3,11,3
46,8.496163638528742,3,3,4,3
47,6.049564896860829,3,3,12,3
48,4.304710404338039,3,3,5,3
49,3.061707812925306,3,3,1,3
50,2.1769148636985847,3,3,1,3
51,1.5474555567079733,3,3,0,3
52,1.0998239998507415,3,3,2,3
53,0.781586835237249,3,3,3,3
54,0.5553861823400439,3,3,0,3
55,0.394627349930488,3,3,0,3
56,0.2803890283075816,3,3,0,3
57,0.19921492211960867,3,3,0,3
58,0.14153814251585572,3,3,0,3
59,0.10055844851103757,3,3,1,3
60,0.07144288444033009,3,3,0,3
1,0.05592067452031291,3,4,0,3
2,0.35380340457879855,3,4,1,3
3,0.6366298035809548,3,4,1,3
4,0.8563052324566112,3,4,1,3
5,1.1495666580751478,3,4,1,3
6,1.572075147289306,3,4,0,3
7,2.1496293827185555,3,4,2,3
8,2.9344975456978153,3,4,1,3
9,4.004946139536397,3,4,1,3
10,5.464608310539589,3,4,5,3
11,7.452715304166695,3,4,7,3
12,10.157450537420107,3,4,14,3
13,13.83157217377471,3,4,5,3
14,18.812066394523022,3,4,5,3
15,25.544128505287233,3,4,90,3
16,34.60834499056993,3,4,41,3
17,46.74798726653327,3,4,36,3
18,62.889446781828696,3,4,72,3
19,84.14213757384425,3,4,99,3
20,111.75401174448791,3,4,122,3
21,146.98571390032674,3,4,176,3
22,190.85464814547095,3,4,245,3
23,243.7020175341786,3,4,269,3
24,304.5748189726602,3,4,450,3
25,370.5209552998351,3,4,402,3
26,436.07723020895787,3,4,233,3
27,493.4139467637883,3,4,452,3
28,533.5869180201257,3,4,664,3
29,548.9091425446213,3,4,803,3
30,535.645112611845,3,4,1006,3
31,495.63442777300315,3,4,616,3
32,435.79634350112883,3,4,286,3
33,365.7198276497402,3,4,361,3
34,294.684334138331,3,4,221,3
35,229.53748044854183,3,4,191,3
36,174.01476712547264,3,4,145,3
37,129.19442948607139,3,4,167,3
38,94.42875260922574,3,4,50,3
39,68.23159721562479,3,4,46,3
40,48.89617980040566,3,4,41,3
41,34.833578535775814,3,4,21,3
42,24.711456038958204,3,4,19,3
43,17.478662801748214,3,4,21,3
44,12.336921914155937,3,4,24,3
45,8.694868080021479,3,4,1,3
46,6.12162640193128,3,4,10,3
47,4.306777031315505,3,4,0,3
48,3.02840645546803,3,4,5,3
49,2.1287204301133897,3,4,1,3
50,1.4959343787322723,3,4,1,3
51,1.0510630835669872,3,4,0,3
52,0.7383979008945971,3,4,1,3
53,0.5186970662107342,3,4,1,3
54,0.3643428106261126,3,4,1,3
55,0.25591026391703053,3,4,0,3
56,0.17974297342698264,3,4,0,3
57,0.1262428554955477,3,4,0,3
58,0.08866559734178736,3,4,0,3
59,0.0622728693388126,3,4,0,3
60,0.04373603191561415,3,4,0,3
1,0.05030249462142278,3,1,0,4
2,0.288351459121982,3,1,0,4
3,0.48916039021349444,3,1,1,4
4,0.6415510744415405,3,1,0,4
5,0.8288282847954105,3,1,1,4
6,1.0799806714666484,3,1,3,4
7,1.409128402772934,3,1,3,4
8,1.8378730560776697,3,1,1,4
9,2.396519474944494,3,1,6,4
10,3.1244295899191226,3,1,2,4
11,4.072497554341805,3,1,8,4
12,5.306624493747652,3,1,10,4
13,6.911987668284155,3,1,16,4
14,8.99833995166021,3,1,6,4
15,11.70654403139045,3,1,22,4
16,15.216458513245932,3,1,5,4
17,19.756162191326993,3,1,29,4
18,25.61224076700529,3,1,21,4
19,33.140371763380344,3,1,48,4
20,42.77460405787252,3,1,57,4
21,55.032378984136614,3,1,21,4
22,70.51031752502954,3,1,94,4
23,89.86303307628503,3,1,116,4
24,113.75396167411691,3,1,132,4
25,142.76438111979587,3,1,92,4
26,177.24666055766215,3,1,210,4
27,217.1144104709732,3,1,240,4
28,261.5811805037865,3,1,237,4
29,308.8951358349011,3,1,166,4
30,356.1664380949976,3,1,458,4
31,399.42634404048613,3,1,509,4
32,434.05068466843477,3,1,324,4
33,455.5804983524572,3,1,556,4
34,460.77840512019884,3,1,629,4
35,448.56034422919174,3,1,1151,4
36,420.3931697480675,3,1,336,4
37,379.94347571518483,3,1,653,4
38,332.1132718965455,3,1,275,4
39,281.87307253668223,3,1,338,4
40,233.32773348586124,3,1,842,4
41,189.25142153274737,3,1,45,4
42,151.0765605558163,3,1,474,4
43,119.16758434929397,3,1,156,4
44,93.18905767402612,3,1,72,4
45,72.43754238927704,3,1,55,4
